#2022-09-01
#16:16:12
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 1; Line Density(Grv/mm): 1800; Blaze: 400nm; Input Slit(mm): 0.400; Output Slit(mm): 0.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 1; Y End: 256; Integration Time(ms): 10000; ADC1:  20 kHz Tab 1; ; Ccd Temp(degC): -120.456; Shutter Enable: True; Accumulation: 3; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;
#Instrument: TaikoLaser@TaikoLaser.lvclass; Function:Power (mW); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Output Freq(kHz): 60000.00; Output Power(%): 100.00; KeyLock: OFF; OnOffLock: OFF; Laser Mode: CW; CW Power (mW): 23.00; Temp (C): 25.00; SoftLock: OFF; Interlock: OFF; Pulse Shape: Narrow Pulses; Laser Head: LDH-IB-532-T-P; Date: 21-06-22; Class: 3B; Protection: No; Serial: 1043930; Laser Type: TA_SHG; Laser Version: 0.0; Min. Frequ. [Hz]: 1; Max. Frequ. [Hz]: 100000000; Max. CW Power [mW]: 23000.000; Max. Pulse Power [mW]: 5000.000; Wavelength [nm]: 530.8; Max. Case Temp. [°C]: 56.0; Max. Driver Voltage [mV]: 40950; Max. LH Voltage [mV]: 19000; Current Consumption [mA]: 500; Calib. Warranty [h]: 2000; 
#Instrument: ThorPM100A@ThorPM100A.lvclass; Function:Read Power (mW); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Range: 186.158E-6 (W); Autorange: Off; Wavelenght 530.80 (nm); Act Power: 3.390E-6 (W); Attenuation 0.00 (dB); Average Cnt: 10;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1  Acq 1(Cnt)	SympCCD.Y Pix Row 1  Acq 2(Cnt)	SympCCD.Y Pix Row 1  Acq 3(Cnt)	SympCCD.Y Pix Row 1  Avrg(Cnt)
89E+0	624.944E+0	1.129E+3	1.13E+3	1.125E+3	1.128E+3
90E+0	624.9749E+0	1.124E+3	1.126E+3	1.126E+3	1.125333333333E+3
91E+0	625.0059E+0	1.128E+3	1.127E+3	1.13E+3	1.128333333333E+3
92E+0	625.0368E+0	1.123E+3	1.126E+3	1.125E+3	1.124666666667E+3
93E+0	625.0678E+0	1.127E+3	1.131E+3	1.121E+3	1.126333333333E+3
94E+0	625.0987E+0	1.127E+3	1.127E+3	1.13E+3	1.128E+3
95E+0	625.1297E+0	1.124E+3	1.129E+3	1.125E+3	1.126E+3
96E+0	625.1606E+0	1.128E+3	1.131E+3	1.125E+3	1.128E+3
97E+0	625.1916E+0	1.127E+3	1.126E+3	1.125E+3	1.126E+3
98E+0	625.2225E+0	1.129E+3	1.129E+3	1.128E+3	1.128666666667E+3
99E+0	625.2535E+0	1.126E+3	1.129E+3	1.126E+3	1.127E+3
100E+0	625.2844E+0	1.128E+3	1.129E+3	1.128E+3	1.128333333333E+3
101E+0	625.3153E+0	1.127E+3	1.13E+3	1.127E+3	1.128E+3
102E+0	625.3463E+0	1.128E+3	1.13E+3	1.128E+3	1.128666666667E+3
103E+0	625.3772E+0	1.129E+3	1.131E+3	1.128E+3	1.129333333333E+3
104E+0	625.4082E+0	1.132E+3	1.127E+3	1.129E+3	1.129333333333E+3
105E+0	625.4391E+0	1.129E+3	1.132E+3	1.129E+3	1.13E+3
106E+0	625.47E+0	1.125E+3	1.126E+3	1.133E+3	1.128E+3
107E+0	625.501E+0	1.132E+3	1.128E+3	1.128E+3	1.129333333333E+3
108E+0	625.5319E+0	1.126E+3	1.13E+3	1.131E+3	1.129E+3
109E+0	625.5628E+0	1.13E+3	1.128E+3	1.129E+3	1.129E+3
110E+0	625.5938E+0	1.13E+3	1.132E+3	1.127E+3	1.129666666667E+3
111E+0	625.6247E+0	1.129E+3	1.132E+3	1.128E+3	1.129666666667E+3
112E+0	625.6556E+0	1.131E+3	1.13E+3	1.126E+3	1.129E+3
113E+0	625.6865E+0	1.127E+3	1.133E+3	1.123E+3	1.127666666667E+3
114E+0	625.7175E+0	1.127E+3	1.128E+3	1.128E+3	1.127666666667E+3
115E+0	625.7484E+0	1.128E+3	1.13E+3	1.133E+3	1.130333333333E+3
116E+0	625.7793E+0	1.13E+3	1.133E+3	1.13E+3	1.131E+3
117E+0	625.8102E+0	1.128E+3	1.128E+3	1.129E+3	1.128333333333E+3
118E+0	625.8412E+0	1.131E+3	1.133E+3	1.126E+3	1.13E+3
119E+0	625.8721E+0	1.129E+3	1.136E+3	1.134E+3	1.133E+3
120E+0	625.903E+0	1.126E+3	1.124E+3	1.132E+3	1.127333333333E+3
121E+0	625.9339E+0	1.132E+3	1.13E+3	1.131E+3	1.131E+3
122E+0	625.9648E+0	1.127E+3	1.125E+3	1.126E+3	1.126E+3
123E+0	625.9957E+0	1.129E+3	1.129E+3	1.129E+3	1.129E+3
124E+0	626.0267E+0	1.133E+3	1.131E+3	1.131E+3	1.131666666667E+3
125E+0	626.0576E+0	1.13E+3	1.133E+3	1.128E+3	1.130333333333E+3
126E+0	626.0885E+0	1.131E+3	1.133E+3	1.129E+3	1.131E+3
127E+0	626.1194E+0	1.13E+3	1.128E+3	1.124E+3	1.127333333333E+3
128E+0	626.1503E+0	1.128E+3	1.131E+3	1.129E+3	1.129333333333E+3
129E+0	626.1812E+0	1.13E+3	1.134E+3	1.131E+3	1.131666666667E+3
130E+0	626.2121E+0	1.132E+3	1.132E+3	1.133E+3	1.132333333333E+3
131E+0	626.243E+0	1.13E+3	1.129E+3	1.127E+3	1.128666666667E+3
132E+0	626.2739E+0	1.131E+3	1.132E+3	1.137E+3	1.133333333333E+3
133E+0	626.3048E+0	1.127E+3	1.132E+3	1.129E+3	1.129333333333E+3
134E+0	626.3357E+0	1.128E+3	1.132E+3	1.13E+3	1.13E+3
135E+0	626.3666E+0	1.13E+3	1.133E+3	1.129E+3	1.130666666667E+3
136E+0	626.3975E+0	1.128E+3	1.131E+3	1.129E+3	1.129333333333E+3
137E+0	626.4284E+0	1.129E+3	1.128E+3	1.133E+3	1.13E+3
138E+0	626.4593E+0	1.13E+3	1.134E+3	1.128E+3	1.130666666667E+3
139E+0	626.4902E+0	1.131E+3	1.136E+3	1.129E+3	1.132E+3
140E+0	626.5211E+0	1.134E+3	1.138E+3	1.134E+3	1.135333333333E+3
141E+0	626.552E+0	1.132E+3	1.134E+3	1.132E+3	1.132666666667E+3
142E+0	626.5829E+0	1.127E+3	1.131E+3	1.129E+3	1.129E+3
143E+0	626.6138E+0	1.131E+3	1.129E+3	1.131E+3	1.130333333333E+3
144E+0	626.6447E+0	1.132E+3	1.133E+3	1.13E+3	1.131666666667E+3
145E+0	626.6756E+0	1.126E+3	1.133E+3	1.134E+3	1.131E+3
146E+0	626.7065E+0	1.125E+3	1.138E+3	1.131E+3	1.131333333333E+3
147E+0	626.7374E+0	1.129E+3	1.129E+3	1.132E+3	1.13E+3
148E+0	626.7683E+0	1.13E+3	1.129E+3	1.13E+3	1.129666666667E+3
149E+0	626.7991E+0	1.136E+3	1.132E+3	1.131E+3	1.133E+3
150E+0	626.83E+0	1.134E+3	1.133E+3	1.128E+3	1.131666666667E+3
151E+0	626.8609E+0	1.127E+3	1.136E+3	1.127E+3	1.13E+3
152E+0	626.8918E+0	1.131E+3	1.132E+3	1.13E+3	1.131E+3
153E+0	626.9227E+0	1.126E+3	1.131E+3	1.132E+3	1.129666666667E+3
154E+0	626.9535E+0	1.132E+3	1.132E+3	1.131E+3	1.131666666667E+3
155E+0	626.9844E+0	1.13E+3	1.133E+3	1.128E+3	1.130333333333E+3
156E+0	627.0153E+0	1.13E+3	1.132E+3	1.13E+3	1.130666666667E+3
157E+0	627.0462E+0	1.127E+3	1.135E+3	1.135E+3	1.132333333333E+3
158E+0	627.0771E+0	1.132E+3	1.129E+3	1.131E+3	1.130666666667E+3
159E+0	627.1079E+0	1.132E+3	1.129E+3	1.132E+3	1.131E+3
160E+0	627.1388E+0	1.132E+3	1.135E+3	1.132E+3	1.133E+3
161E+0	627.1697E+0	1.132E+3	1.135E+3	1.127E+3	1.131333333333E+3
162E+0	627.2005E+0	1.132E+3	1.129E+3	1.131E+3	1.130666666667E+3
163E+0	627.2314E+0	1.128E+3	1.132E+3	1.129E+3	1.129666666667E+3
164E+0	627.2623E+0	1.127E+3	1.134E+3	1.13E+3	1.130333333333E+3
165E+0	627.2931E+0	1.127E+3	1.13E+3	1.127E+3	1.128E+3
166E+0	627.324E+0	1.131E+3	1.135E+3	1.131E+3	1.132333333333E+3
167E+0	627.3549E+0	1.134E+3	1.13E+3	1.132E+3	1.132E+3
168E+0	627.3857E+0	1.133E+3	1.134E+3	1.131E+3	1.132666666667E+3
169E+0	627.4166E+0	1.13E+3	1.131E+3	1.127E+3	1.129333333333E+3
170E+0	627.4475E+0	1.134E+3	1.133E+3	1.136E+3	1.134333333333E+3
171E+0	627.4783E+0	1.13E+3	1.133E+3	1.129E+3	1.130666666667E+3
172E+0	627.5092E+0	1.127E+3	1.135E+3	1.13E+3	1.130666666667E+3
173E+0	627.54E+0	1.133E+3	1.132E+3	1.133E+3	1.132666666667E+3
174E+0	627.5709E+0	1.131E+3	1.133E+3	1.131E+3	1.131666666667E+3
175E+0	627.6017E+0	1.128E+3	1.135E+3	1.13E+3	1.131E+3
176E+0	627.6326E+0	1.13E+3	1.132E+3	1.128E+3	1.13E+3
177E+0	627.6634E+0	1.125E+3	1.125E+3	1.133E+3	1.127666666667E+3
178E+0	627.6943E+0	1.129E+3	1.131E+3	1.132E+3	1.130666666667E+3
179E+0	627.7251E+0	1.133E+3	1.132E+3	1.131E+3	1.132E+3
180E+0	627.756E+0	1.128E+3	1.132E+3	1.127E+3	1.129E+3
181E+0	627.7868E+0	1.133E+3	1.133E+3	1.13E+3	1.132E+3
182E+0	627.8177E+0	1.135E+3	1.133E+3	1.129E+3	1.132333333333E+3
183E+0	627.8485E+0	1.134E+3	1.129E+3	1.129E+3	1.130666666667E+3
184E+0	627.8794E+0	1.134E+3	1.131E+3	1.13E+3	1.131666666667E+3
185E+0	627.9102E+0	1.132E+3	1.13E+3	1.131E+3	1.131E+3
186E+0	627.9411E+0	1.135E+3	1.134E+3	1.13E+3	1.133E+3
187E+0	627.9719E+0	1.132E+3	1.131E+3	1.128E+3	1.130333333333E+3
188E+0	628.0027E+0	1.126E+3	1.13E+3	1.134E+3	1.13E+3
189E+0	628.0336E+0	1.131E+3	1.132E+3	1.13E+3	1.131E+3
190E+0	628.0644E+0	1.134E+3	1.129E+3	1.124E+3	1.129E+3
191E+0	628.0952E+0	1.132E+3	1.136E+3	1.128E+3	1.132E+3
192E+0	628.1261E+0	1.13E+3	1.139E+3	1.131E+3	1.133333333333E+3
193E+0	628.1569E+0	1.132E+3	1.132E+3	1.129E+3	1.131E+3
194E+0	628.1877E+0	1.129E+3	1.136E+3	1.134E+3	1.133E+3
195E+0	628.2186E+0	1.133E+3	1.136E+3	1.131E+3	1.133333333333E+3
196E+0	628.2494E+0	1.132E+3	1.134E+3	1.132E+3	1.132666666667E+3
197E+0	628.2802E+0	1.129E+3	1.132E+3	1.134E+3	1.131666666667E+3
198E+0	628.3111E+0	1.134E+3	1.132E+3	1.13E+3	1.132E+3
199E+0	628.3419E+0	1.134E+3	1.134E+3	1.127E+3	1.131666666667E+3
200E+0	628.3727E+0	1.132E+3	1.133E+3	1.135E+3	1.133333333333E+3
201E+0	628.4035E+0	1.134E+3	1.133E+3	1.127E+3	1.131333333333E+3
202E+0	628.4343E+0	1.134E+3	1.138E+3	1.128E+3	1.133333333333E+3
203E+0	628.4652E+0	1.134E+3	1.13E+3	1.134E+3	1.132666666667E+3
204E+0	628.496E+0	1.135E+3	1.136E+3	1.132E+3	1.134333333333E+3
205E+0	628.5268E+0	1.131E+3	1.139E+3	1.135E+3	1.135E+3
206E+0	628.5576E+0	1.134E+3	1.136E+3	1.134E+3	1.134666666667E+3
207E+0	628.5884E+0	1.132E+3	1.133E+3	1.13E+3	1.131666666667E+3
208E+0	628.6193E+0	1.129E+3	1.135E+3	1.132E+3	1.132E+3
209E+0	628.6501E+0	1.13E+3	1.132E+3	1.128E+3	1.13E+3
210E+0	628.6809E+0	1.135E+3	1.137E+3	1.134E+3	1.135333333333E+3
211E+0	628.7117E+0	1.132E+3	1.134E+3	1.129E+3	1.131666666667E+3
212E+0	628.7425E+0	1.138E+3	1.137E+3	1.132E+3	1.135666666667E+3
213E+0	628.7733E+0	1.133E+3	1.136E+3	1.131E+3	1.133333333333E+3
214E+0	628.8041E+0	1.13E+3	1.134E+3	1.134E+3	1.132666666667E+3
215E+0	628.8349E+0	1.135E+3	1.135E+3	1.133E+3	1.134333333333E+3
216E+0	628.8657E+0	1.135E+3	1.135E+3	1.136E+3	1.135333333333E+3
217E+0	628.8965E+0	1.132E+3	1.138E+3	1.136E+3	1.135333333333E+3
218E+0	628.9273E+0	1.133E+3	1.13E+3	1.134E+3	1.132333333333E+3
219E+0	628.9581E+0	1.131E+3	1.131E+3	1.13E+3	1.130666666667E+3
220E+0	628.9889E+0	1.136E+3	1.137E+3	1.137E+3	1.136666666667E+3
221E+0	629.0197E+0	1.135E+3	1.136E+3	1.131E+3	1.134E+3
222E+0	629.0505E+0	1.135E+3	1.138E+3	1.137E+3	1.136666666667E+3
223E+0	629.0813E+0	1.134E+3	1.131E+3	1.133E+3	1.132666666667E+3
224E+0	629.1121E+0	1.135E+3	1.138E+3	1.134E+3	1.135666666667E+3
225E+0	629.1429E+0	1.134E+3	1.134E+3	1.133E+3	1.133666666667E+3
226E+0	629.1737E+0	1.137E+3	1.132E+3	1.131E+3	1.133333333333E+3
227E+0	629.2045E+0	1.135E+3	1.137E+3	1.131E+3	1.134333333333E+3
228E+0	629.2353E+0	1.133E+3	1.136E+3	1.136E+3	1.135E+3
229E+0	629.2661E+0	1.129E+3	1.136E+3	1.129E+3	1.131333333333E+3
230E+0	629.2969E+0	1.136E+3	1.139E+3	1.135E+3	1.136666666667E+3
231E+0	629.3276E+0	1.135E+3	1.137E+3	1.131E+3	1.134333333333E+3
232E+0	629.3584E+0	1.134E+3	1.135E+3	1.135E+3	1.134666666667E+3
233E+0	629.3892E+0	1.132E+3	1.136E+3	1.134E+3	1.134E+3
234E+0	629.42E+0	1.136E+3	1.135E+3	1.132E+3	1.134333333333E+3
235E+0	629.4508E+0	1.132E+3	1.134E+3	1.129E+3	1.131666666667E+3
236E+0	629.4816E+0	1.132E+3	1.135E+3	1.129E+3	1.132E+3
237E+0	629.5123E+0	1.133E+3	1.14E+3	1.136E+3	1.136333333333E+3
238E+0	629.5431E+0	1.134E+3	1.132E+3	1.134E+3	1.133333333333E+3
239E+0	629.5739E+0	1.134E+3	1.138E+3	1.134E+3	1.135333333333E+3
240E+0	629.6047E+0	1.138E+3	1.141E+3	1.131E+3	1.136666666667E+3
241E+0	629.6354E+0	1.133E+3	1.135E+3	1.132E+3	1.133333333333E+3
242E+0	629.6662E+0	1.132E+3	1.136E+3	1.133E+3	1.133666666667E+3
243E+0	629.697E+0	1.138E+3	1.138E+3	1.133E+3	1.136333333333E+3
244E+0	629.7277E+0	1.132E+3	1.133E+3	1.134E+3	1.133E+3
245E+0	629.7585E+0	1.136E+3	1.139E+3	1.134E+3	1.136333333333E+3
246E+0	629.7893E+0	1.131E+3	1.138E+3	1.132E+3	1.133666666667E+3
247E+0	629.8201E+0	1.136E+3	1.137E+3	1.131E+3	1.134666666667E+3
248E+0	629.8508E+0	1.131E+3	1.138E+3	1.132E+3	1.133666666667E+3
249E+0	629.8816E+0	1.14E+3	1.139E+3	1.134E+3	1.137666666667E+3
250E+0	629.9123E+0	1.139E+3	1.136E+3	1.14E+3	1.138333333333E+3
251E+0	629.9431E+0	1.134E+3	1.14E+3	1.134E+3	1.136E+3
252E+0	629.9739E+0	1.133E+3	1.139E+3	1.135E+3	1.135666666667E+3
253E+0	630.0046E+0	1.133E+3	1.136E+3	1.134E+3	1.134333333333E+3
254E+0	630.0354E+0	1.132E+3	1.138E+3	1.135E+3	1.135E+3
255E+0	630.0661E+0	1.134E+3	1.137E+3	1.138E+3	1.136333333333E+3
256E+0	630.0969E+0	1.139E+3	1.14E+3	1.132E+3	1.137E+3
257E+0	630.1276E+0	1.13E+3	1.139E+3	1.135E+3	1.134666666667E+3
258E+0	630.1584E+0	1.133E+3	1.138E+3	1.132E+3	1.134333333333E+3
259E+0	630.1891E+0	1.137E+3	1.139E+3	1.136E+3	1.137333333333E+3
260E+0	630.2199E+0	1.132E+3	1.141E+3	1.135E+3	1.136E+3
261E+0	630.2506E+0	1.136E+3	1.136E+3	1.135E+3	1.135666666667E+3
262E+0	630.2814E+0	1.137E+3	1.142E+3	1.141E+3	1.14E+3
263E+0	630.3121E+0	1.136E+3	1.136E+3	1.133E+3	1.135E+3
264E+0	630.3429E+0	1.131E+3	1.135E+3	1.134E+3	1.133333333333E+3
265E+0	630.3736E+0	1.136E+3	1.142E+3	1.14E+3	1.139333333333E+3
266E+0	630.4044E+0	1.132E+3	1.137E+3	1.132E+3	1.133666666667E+3
