#2021-12-09
#9:46:03 AM
#Balayage par: dphy-morrislab
#Description Keyword: 
#ScanTask Size: 50000
##Instrument: Tools@Tools.lvclass; Function:Minuteur (s); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: LSCI332@LSCI332.lvclass; Function:Read_InputB&Heater (K,S,%,W); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Input A Parameters: Sensor Type: 7.5V 1mA; Compensation: OFF; Curve Number: 28; Filtering : On; Filter Points: 45; Window %: 7; Input B Parameters: Sensor Type: Silicon Diode; Compensation: OFF; Curve Number: 2; Filtering : OFF; Filter Points: 8; Window %: 1; Heat Range: Off; Heater Power: 0.00W; Heater Output: 0.00%; Heater Resistance: 50 Ohms; Loop 1 Parameters: Ctrl Input: B; Ctrl Mode: Manual PID; Setpoint Units: Kelvin; Heater Units: Current; Power Up Enable: NO; Proportional Val: 40.00; Integral Val: 30.00; Derivative Val: 0; Setpoint: 280.00; Ramp Mode: OFF; Ramp Rate 1.00K/min; Manual Output: 0.00;  Loop 2 Parameters: Ctrl Input: A; Ctrl Mode: Manual PID; Setpoint Units: Sensor Units; Heater Units: Current; Power Up Enable: NO; Proportional Val: 50.00; Integral Val: 20.00; Derivative Val: 0; Setpoint: 0.00; Ramp Mode: OFF; Ramp Rate 0.00K/min; Manual Output: 0.00;  
#
#Tools.Time(s)                 	LSCI332.Temp(K)               	LSCI332.Sensor(U)             	LSCI332.Heater(%)             	LSCI332.Heater(W)             
3.721906304068E+9	170.04E+0	847.6E-3	0E+0	0E+0
3.721906306098E+9	168.8E+0	850.2E-3	0E+0	0E+0
3.721906308128E+9	167.58E+0	852.7E-3	0E+0	0E+0
3.721906310158E+9	166.29E+0	855.4E-3	0E+0	0E+0
3.721906312189E+9	165.06E+0	858E-3	0E+0	0E+0
3.721906314229E+9	163.83E+0	860.6E-3	0E+0	0E+0
3.721906316259E+9	162.54E+0	863.2E-3	0E+0	0E+0
3.721906318289E+9	161.3E+0	865.8E-3	0E+0	0E+0
3.721906320328E+9	160.08E+0	868.4E-3	0E+0	0E+0
3.721906322359E+9	158.77E+0	871.1E-3	0E+0	0E+0
3.721906324389E+9	157.53E+0	873.6E-3	0E+0	0E+0
3.721906326419E+9	156.28E+0	876.2E-3	0E+0	0E+0
3.721906328459E+9	154.98E+0	878.9E-3	0E+0	0E+0
3.721906330489E+9	153.76E+0	881.4E-3	0E+0	0E+0
3.721906332518E+9	152.52E+0	883.9E-3	0E+0	0E+0
3.721906334559E+9	151.28E+0	886.6E-3	0E+0	0E+0
3.721906336589E+9	149.99E+0	889.1E-3	0E+0	0E+0
3.721906338619E+9	148.76E+0	891.7E-3	0E+0	0E+0
3.721906340658E+9	147.52E+0	894.2E-3	0E+0	0E+0
3.721906342689E+9	146.21E+0	896.9E-3	0E+0	0E+0
3.721906344719E+9	144.97E+0	899.4E-3	0E+0	0E+0
3.721906346749E+9	143.74E+0	901.9E-3	0E+0	0E+0
3.721906348789E+9	142.44E+0	904.5E-3	0E+0	0E+0
3.721906350819E+9	141.22E+0	906.9E-3	0E+0	0E+0
3.721906352859E+9	140.01E+0	909.4E-3	0E+0	0E+0
3.721906354889E+9	138.75E+0	911.9E-3	0E+0	0E+0
3.721906356919E+9	137.56E+0	914.3E-3	0E+0	0E+0
3.721906358959E+9	136.38E+0	916.7E-3	0E+0	0E+0
3.721906360999E+9	135.15E+0	919.2E-3	0E+0	0E+0
3.721906363039E+9	133.98E+0	921.5E-3	0E+0	0E+0
3.721906365089E+9	132.75E+0	923.9E-3	0E+0	0E+0
3.721906367119E+9	131.58E+0	926.2E-3	0E+0	0E+0
3.721906369159E+9	130.41E+0	928.6E-3	0E+0	0E+0
3.721906371189E+9	129.19E+0	931E-3	0E+0	0E+0
3.721906373221E+9	128.04E+0	933.3E-3	0E+0	0E+0
3.721906375259E+9	126.88E+0	935.6E-3	0E+0	0E+0
3.721906377289E+9	125.65E+0	938E-3	0E+0	0E+0
3.721906379319E+9	124.48E+0	940.3E-3	0E+0	0E+0
3.721906381349E+9	123.31E+0	942.5E-3	0E+0	0E+0
3.721906383389E+9	122.15E+0	944.9E-3	0E+0	0E+0
3.72190638542E+9	120.92E+0	947.2E-3	0E+0	0E+0
3.721906387449E+9	119.77E+0	949.5E-3	0E+0	0E+0
3.721906389489E+9	118.61E+0	951.8E-3	0E+0	0E+0
3.72190639152E+9	117.49E+0	953.9E-3	0E+0	0E+0
3.721906393549E+9	116.71E+0	955.4E-3	0E+0	0E+0
3.721906395589E+9	116.23E+0	956.3E-3	0E+0	0E+0
3.721906397619E+9	115.87E+0	957E-3	0E+0	0E+0
3.72190639965E+9	115.6E+0	957.5E-3	0E+0	0E+0
3.72190640169E+9	115.35E+0	958E-3	0E+0	0E+0
3.72190640372E+9	115.1E+0	958.5E-3	0E+0	0E+0
3.721906405749E+9	114.86E+0	958.9E-3	0E+0	0E+0
3.72190640779E+9	114.65E+0	959.3E-3	0E+0	0E+0
3.721906409819E+9	114.51E+0	959.6E-3	0E+0	0E+0
3.72190641185E+9	114.17E+0	960.2E-3	0E+0	0E+0
3.72190641389E+9	113.47E+0	961.6E-3	0E+0	0E+0
3.721906415919E+9	112.57E+0	963.3E-3	0E+0	0E+0
3.72190641795E+9	111.66E+0	965E-3	0E+0	0E+0
3.72190641998E+9	110.73E+0	966.8E-3	0E+0	0E+0
3.72190642202E+9	109.8E+0	968.6E-3	0E+0	0E+0
3.721906424049E+9	108.82E+0	970.5E-3	0E+0	0E+0
3.721906426079E+9	107.88E+0	972.2E-3	0E+0	0E+0
3.72190642812E+9	106.94E+0	974E-3	0E+0	0E+0
3.72190643015E+9	105.96E+0	975.8E-3	0E+0	0E+0
3.72190643219E+9	105.04E+0	977.6E-3	0E+0	0E+0
3.72190643423E+9	104.1E+0	979.3E-3	0E+0	0E+0
3.72190643626E+9	103.19E+0	981E-3	0E+0	0E+0
3.7219064383E+9	102.29E+0	982.7E-3	0E+0	0E+0
3.721906440329E+9	101.34E+0	984.5E-3	0E+0	0E+0
3.72190644236E+9	100.44E+0	986.2E-3	0E+0	0E+0
3.72190644439E+9	99.528E+0	987.9E-3	0E+0	0E+0
3.72190644643E+9	98.573E+0	989.6E-3	0E+0	0E+0
3.72190644846E+9	97.666E+0	991.3E-3	0E+0	0E+0
3.721906450491E+9	96.763E+0	992.9E-3	0E+0	0E+0
3.721906452531E+9	95.86E+0	994.7E-3	0E+0	0E+0
3.72190645456E+9	94.919E+0	996.3E-3	0E+0	0E+0
3.72190645659E+9	94.022E+0	998E-3	0E+0	0E+0
3.72190645863E+9	93.122E+0	999.7E-3	0E+0	0E+0
3.72190646066E+9	92.175E+0	1.0013E+0	0E+0	0E+0
3.72190646269E+9	91.269E+0	1.0029E+0	0E+0	0E+0
3.721906464731E+9	90.364E+0	1.0046E+0	0E+0	0E+0
3.721906466762E+9	89.415E+0	1.0063E+0	0E+0	0E+0
3.72190646879E+9	88.51E+0	1.0079E+0	0E+0	0E+0
3.721906470831E+9	87.612E+0	1.0095E+0	0E+0	0E+0
3.721906472862E+9	86.66E+0	1.0112E+0	0E+0	0E+0
3.7219064749E+9	85.747E+0	1.0129E+0	0E+0	0E+0
3.72190647694E+9	84.832E+0	1.0146E+0	0E+0	0E+0
3.72190647897E+9	83.872E+0	1.0162E+0	0E+0	0E+0
3.721906481E+9	82.962E+0	1.0178E+0	0E+0	0E+0
3.721906483041E+9	82.057E+0	1.0194E+0	0E+0	0E+0
3.721906485071E+9	81.1E+0	1.0211E+0	0E+0	0E+0
3.7219064871E+9	80.176E+0	1.0227E+0	0E+0	0E+0
3.721906489142E+9	79.253E+0	1.0243E+0	0E+0	0E+0
3.721906491182E+9	78.285E+0	1.026E+0	0E+0	0E+0
3.72190649321E+9	77.36E+0	1.0276E+0	0E+0	0E+0
3.72190649525E+9	76.433E+0	1.0292E+0	0E+0	0E+0
3.721906497291E+9	75.458E+0	1.0309E+0	0E+0	0E+0
3.72190649932E+9	74.517E+0	1.0325E+0	0E+0	0E+0
3.721906501361E+9	73.568E+0	1.0342E+0	0E+0	0E+0
3.721906503391E+9	72.582E+0	1.0358E+0	0E+0	0E+0
3.721906505422E+9	71.627E+0	1.0374E+0	0E+0	0E+0
3.721906507462E+9	70.674E+0	1.039E+0	0E+0	0E+0
3.72190650949E+9	69.671E+0	1.0407E+0	0E+0	0E+0
3.721906511521E+9	68.704E+0	1.0424E+0	0E+0	0E+0
3.721906513561E+9	67.723E+0	1.044E+0	0E+0	0E+0
3.72190651559E+9	66.69E+0	1.0458E+0	0E+0	0E+0
3.72190651762E+9	65.7E+0	1.0474E+0	0E+0	0E+0
3.721906519661E+9	64.704E+0	1.0491E+0	0E+0	0E+0
3.72190652169E+9	63.66E+0	1.0508E+0	0E+0	0E+0
3.721906523721E+9	62.65E+0	1.0525E+0	0E+0	0E+0
3.721906525761E+9	61.628E+0	1.0542E+0	0E+0	0E+0
3.721906527791E+9	60.539E+0	1.056E+0	0E+0	0E+0
3.721906529821E+9	59.492E+0	1.0577E+0	0E+0	0E+0
3.721906531861E+9	58.436E+0	1.0594E+0	0E+0	0E+0
3.721906533891E+9	57.314E+0	1.0613E+0	0E+0	0E+0
3.721906535921E+9	56.225E+0	1.0631E+0	0E+0	0E+0
3.721906537961E+9	55.11E+0	1.0649E+0	0E+0	0E+0
3.721906539991E+9	53.92E+0	1.0668E+0	0E+0	0E+0
3.721906542021E+9	52.77E+0	1.0686E+0	0E+0	0E+0
3.721906544051E+9	51.596E+0	1.0705E+0	0E+0	0E+0
3.721906546091E+9	50.4E+0	1.0726E+0	0E+0	0E+0
3.721906548121E+9	49.128E+0	1.0745E+0	0E+0	0E+0
3.721906550161E+9	47.859E+0	1.0765E+0	0E+0	0E+0
3.721906552201E+9	46.489E+0	1.0787E+0	0E+0	0E+0
3.721906554231E+9	45.148E+0	1.0808E+0	0E+0	0E+0
3.721906556261E+9	43.761E+0	1.0831E+0	0E+0	0E+0
3.721906558291E+9	42.324E+0	1.0853E+0	0E+0	0E+0
3.721906560321E+9	40.737E+0	1.0879E+0	0E+0	0E+0
3.721906562351E+9	39.136E+0	1.0904E+0	0E+0	0E+0
3.721906564392E+9	37.46E+0	1.0931E+0	0E+0	0E+0
3.721906566421E+9	35.555E+0	1.0963E+0	0E+0	0E+0
3.721906568451E+9	33.602E+0	1.0996E+0	0E+0	0E+0
3.721906570492E+9	31.469E+0	1.1034E+0	0E+0	0E+0
3.721906572521E+9	28.935E+0	1.1084E+0	0E+0	0E+0
3.721906574553E+9	26.095E+0	1.1154E+0	0E+0	0E+0
3.721906576592E+9	22.586E+0	1.1498E+0	0E+0	0E+0
3.721906578623E+9	17.612E+0	1.2343E+0	0E+0	0E+0
3.721906580651E+9	9.649E+0	1.3934E+0	0E+0	0E+0
3.721906582691E+9	6.049E+0	1.5135E+0	0E+0	0E+0
3.721906584721E+9	5.851E+0	1.5208E+0	0E+0	0E+0
3.721906586753E+9	5.528E+0	1.5327E+0	0E+0	0E+0
3.721906588791E+9	5.528E+0	1.5327E+0	0E+0	0E+0
3.721906590821E+9	5.411E+0	1.537E+0	0E+0	0E+0
3.721906592852E+9	5.355E+0	1.5389E+0	0E+0	0E+0
3.721906594892E+9	5.336E+0	1.5396E+0	0E+0	0E+0
3.721906596922E+9	5.192E+0	1.5446E+0	0E+0	0E+0
3.721906598953E+9	5.004E+0	1.5512E+0	0E+0	0E+0
3.721906600992E+9	4.992E+0	1.5517E+0	0E+0	0E+0
3.721906603032E+9	4.974E+0	1.5523E+0	0E+0	0E+0
3.721906605081E+9	4.926E+0	1.554E+0	0E+0	0E+0
3.721906607122E+9	4.928E+0	1.555E+0	0E+0	0E+0
3.721906609153E+9	4.882E+0	1.5555E+0	0E+0	0E+0
3.721906611191E+9	4.762E+0	1.5597E+0	0E+0	0E+0
3.721906613231E+9	4.742E+0	1.5604E+0	0E+0	0E+0
3.721906615262E+9	4.613E+0	1.565E+0	0E+0	0E+0
3.721906617292E+9	4.637E+0	1.5641E+0	0E+0	0E+0
3.721906619332E+9	4.621E+0	1.5657E+0	0E+0	0E+0
3.721906621361E+9	4.541E+0	1.5674E+0	0E+0	0E+0
3.721906623392E+9	4.614E+0	1.5649E+0	0E+0	0E+0
3.721906625431E+9	4.634E+0	1.5642E+0	0E+0	0E+0
3.721906627463E+9	4.634E+0	1.5642E+0	0E+0	0E+0
3.721906629492E+9	4.565E+0	1.5666E+0	0E+0	0E+0
3.721906631531E+9	4.55E+0	1.5672E+0	0E+0	0E+0
3.721906633562E+9	4.468E+0	1.5698E+0	0E+0	0E+0
3.721906635592E+9	4.517E+0	1.5682E+0	0E+0	0E+0
3.721906637632E+9	4.544E+0	1.5673E+0	0E+0	0E+0
3.721906639662E+9	4.435E+0	1.5708E+0	0E+0	0E+0
3.721906641693E+9	4.44E+0	1.5707E+0	0E+0	0E+0
3.721906643733E+9	4.448E+0	1.5704E+0	0E+0	0E+0
3.721906645772E+9	4.436E+0	1.5708E+0	0E+0	0E+0
3.721906647803E+9	4.539E+0	1.5675E+0	0E+0	0E+0
3.721906649842E+9	4.323E+0	1.5745E+0	0E+0	0E+0
3.721906651872E+9	4.356E+0	1.5728E+0	0E+0	0E+0
3.721906653902E+9	4.424E+0	1.5712E+0	0E+0	0E+0
3.721906655943E+9	4.417E+0	1.5714E+0	0E+0	0E+0
3.721906657972E+9	4.642E+0	1.5608E+0	0E+0	0E+0
3.721906660053E+9	5.098E+0	1.5479E+0	0E+0	0E+0
3.721906662092E+9	4.947E+0	1.5532E+0	0E+0	0E+0
3.721906664123E+9	5.014E+0	1.5509E+0	0E+0	0E+0
3.721906666152E+9	4.967E+0	1.5525E+0	0E+0	0E+0
3.721906668193E+9	5E+0	1.5514E+0	0E+0	0E+0
3.721906670222E+9	4.969E+0	1.5525E+0	0E+0	0E+0
3.721906672252E+9	4.988E+0	1.5518E+0	0E+0	0E+0
3.721906674293E+9	4.977E+0	1.5522E+0	0E+0	0E+0
3.721906676333E+9	4.99E+0	1.5517E+0	0E+0	0E+0
3.721906678382E+9	4.883E+0	1.5555E+0	0E+0	0E+0
3.721906680412E+9	4.819E+0	1.5577E+0	0E+0	0E+0
3.721906682444E+9	4.847E+0	1.5567E+0	0E+0	0E+0
3.721906684474E+9	4.881E+0	1.5555E+0	0E+0	0E+0
3.721906686502E+9	4.77E+0	1.5583E+0	0E+0	0E+0
3.721906688532E+9	4.873E+0	1.5558E+0	0E+0	0E+0
3.721906690562E+9	4.825E+0	1.5575E+0	0E+0	0E+0
3.721906692593E+9	4.795E+0	1.5586E+0	0E+0	0E+0
3.721906694622E+9	4.808E+0	1.5581E+0	0E+0	0E+0
3.721906696653E+9	4.827E+0	1.5574E+0	0E+0	0E+0
3.721906698693E+9	4.77E+0	1.5594E+0	0E+0	0E+0
3.721906700722E+9	4.783E+0	1.559E+0	0E+0	0E+0
3.721906702752E+9	4.758E+0	1.5599E+0	0E+0	0E+0
3.721906704792E+9	4.754E+0	1.56E+0	0E+0	0E+0
3.721906706823E+9	4.748E+0	1.5602E+0	0E+0	0E+0
