#2020-11-27
#15:42
#Balayage par: Administrateur
#ScanTask Size: 301

#Instrument: Triax320@Triax320.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR530@SR530.lvclass Function:Read Mag & Phase (V,°); Parameters:*BeforeWait(ms):0*AfterWait(ms):0BandFilter: On; LineFilter1x: On; LineFilter2x: On; Expand Ch1: Off; Expand Ch2: Off; Sensitivity: 50 µV; Pre Time: 300 ms; Post Time: 1 s; Dynamic Res.: Low; Reference Trigger: Negative; Channels Settings: R, Teta; Frequency: 320.000000; 

#Triax320.Position(nm)         	SR530.Mag(V)                  	SR530.Phase(°)                
926.9855E+0	2.18E-6	101.6E+0
927.987E+0	2.1E-6	107.8E+0
928.9879E+0	1.58E-6	104E+0
929.9883E+0	1.7E-6	107.55E+0
930.9884E+0	1.42E-6	106.45E+0
931.9879E+0	1.77E-6	111.05E+0
932.987E+0	1.53E-6	90E+0
933.9854E+0	1.41E-6	97.15E+0
934.9834E+0	1.45E-6	113.4E+0
935.9808E+0	1.38E-6	105.3E+0
936.9778E+0	1.05E-6	98.9E+0
937.9739E+0	1.55E-6	102.45E+0
939.0284E+0	1.5E-6	98.65E+0
940.0238E+0	1.61E-6	97.15E+0
941.0186E+0	1.38E-6	101.3E+0
942.013E+0	1.11E-6	90E+0
943.0066E+0	950E-9	95.3E+0
943.9999E+0	870E-9	102.4E+0
944.9926E+0	920E-9	92.35E+0
945.985E+0	1.26E-6	102.6E+0
946.9766E+0	1.08E-6	97.35E+0
948.026E+0	1E-6	90.75E+0
949.0166E+0	760E-9	96.5E+0
950.0068E+0	730E-9	90E+0
950.9964E+0	760E-9	112.15E+0
951.9856E+0	900E-9	90E+0
952.9742E+0	810E-9	96.4E+0
954.0202E+0	520E-9	99.6E+0
955.0075E+0	560E-9	90E+0
955.9946E+0	1.1E-6	109.5E+0
956.981E+0	550E-9	91.35E+0
958.0247E+0	250E-9	90E+0
959.0102E+0	550E-9	127.85E+0
959.995E+0	850E-9	120.5E+0
960.9791E+0	960E-9	104.3E+0
962.0207E+0	430E-9	142.3E+0
963.0039E+0	450E-9	125.7E+0
963.9866E+0	280E-9	134.4E+0
965.0266E+0	420E-9	137.45E+0
966.0079E+0	670E-9	133.25E+0
966.989E+0	780E-9	100.25E+0
968.027E+0	430E-9	90E+0
969.0071E+0	380E-9	95.95E+0
969.9864E+0	460E-9	136.8E+0
971.023E+0	270E-9	121.55E+0
972.0011E+0	150E-9	0E+0
972.979E+0	260E-9	146.6E+0
974.0136E+0	650E-9	111E+0
974.9903E+0	950E-9	95.3E+0
976.0238E+0	810E-9	110.1E+0
976.9994E+0	180E-9	0E+0
977.9744E+0	70E-9	0E+0
979.0062E+0	30E-9	0E+0
979.9799E+0	0E+0	0E+0
981.0106E+0	360E-9	130.05E+0
981.9834E+0	560E-9	110.85E+0
983.0128E+0	360E-9	90E+0
983.9844E+0	160E-9	0E+0
985.0128E+0	160E-9	0E+0
985.9834E+0	0E+0	0E+0
987.0106E+0	350E-9	90E+0
987.9799E+0	600E-9	90E+0
989.0058E+0	230E-9	87E+0
989.9742E+0	310E-9	90E+0
990.9988E+0	180E-9	0E+0
992.023E+0	0E+0	0E+0
992.9894E+0	30E-9	0E+0
994.0124E+0	0E+0	0E+0
994.9778E+0	0E+0	0E+0
995.9996E+0	110E-9	0E+0
997.0206E+0	150E-9	0E+0
997.9844E+0	210E-9	180E+0
999.0043E+0	0E+0	0E+0
1.0000235E+3	120E-9	0E+0
