#2018-10-10
#18:19
#Balayage par: Administrateur
#ScanTask Size: 13,13


#Y Axis.Position(Units)        	X Axis.Position(Units)        	LeafMagnetometer.X(nT)        	LeafMagnetometer.Y(nT)        	LeafMagnetometer.Z(nT)        	LeafMagnetometer.Total(nT)    
700E+0	550E+0	12.69042236328125E+3	-6.1015535888671875E+3	-58.80461865234375E+3	60.467009258474944E+3
725E+0	550E+0	12.804177612304687E+3	-6.0797156982421875E+3	-58.79085888671875E+3	60.475411019636318E+3
750E+0	550E+0	12.953552856445312E+3	-6.0261790771484375E+3	-58.71938037109375E+3	60.432402856686502E+3
775E+0	550E+0	12.94705810546875E+3	-6.0344470825195312E+3	-58.72073388671875E+3	60.433152203599064E+3
800E+0	550E+0	13.12005908203125E+3	-5.9551201171875E+3	-58.60782861328125E+3	60.352940691365562E+3
500E+0	575E+0	13.328062377929687E+3	-5.8539197387695312E+3	-58.4589013671875E+3	60.24408077372938E+3
525E+0	575E+0	12.645350708007812E+3	-5.7614048461914062E+3	-58.17203955078125E+3	59.808738102986033E+3
550E+0	575E+0	12.590895751953125E+3	-5.9342050170898437E+3	-58.38893505859375E+3	60.025108322559819E+3
575E+0	575E+0	12.552688110351562E+3	-6.0678417358398437E+3	-58.5700556640625E+3	60.20664888424339E+3
600E+0	575E+0	12.523387084960937E+3	-6.1616536865234375E+3	-58.7091787109375E+3	60.345415769239487E+3
625E+0	575E+0	12.507689575195312E+3	-6.2265046997070312E+3	-58.821830078125E+3	60.45841341545176E+3
650E+0	575E+0	12.538709106445312E+3	-6.2836895141601562E+3	-58.912056640625E+3	60.55852403664634E+3
675E+0	575E+0	12.534777221679687E+3	-6.2807381591796875E+3	-58.91000390625E+3	60.555405891884526E+3
700E+0	575E+0	12.619794555664062E+3	-6.3066213989257812E+3	-58.9526083984375E+3	60.617184608504147E+3
725E+0	575E+0	12.738697998046875E+3	-6.3062781982421875E+3	-58.9653388671875E+3	60.654390460127972E+3
750E+0	575E+0	12.94039111328125E+3	-6.2600003662109375E+3	-58.90683447265625E+3	60.63544360545704E+3
775E+0	575E+0	13.191254272460937E+3	-6.1608264770507812E+3	-58.7696875E+3	60.546193979879732E+3
800E+0	575E+0	13.460198974609375E+3	-6.0391001586914062E+3	-58.57702099609375E+3	60.406254040230487E+3
500E+0	600E+0	13.097463012695312E+3	-6.2002898559570312E+3	-58.824185546875E+3	60.582775050086515E+3
525E+0	600E+0	12.521197998046875E+3	-6.0342979125976562E+3	-58.4227099609375E+3	60.053364886372008E+3
550E+0	600E+0	12.519398559570312E+3	-6.0353554077148437E+3	-58.42826953125E+3	60.058503938926457E+3
575E+0	600E+0	12.5077646484375E+3	-6.1626719360351562E+3	-58.5816484375E+3	60.218209615626518E+3
600E+0	600E+0	12.493856567382812E+3	-6.2877232055664062E+3	-58.74910693359375E+3	60.391140368507978E+3
625E+0	600E+0	12.482670654296875E+3	-6.4045308227539062E+3	-58.9148447265625E+3	60.562318161428637E+3
650E+0	600E+0	12.512241943359375E+3	-6.4853516845703125E+3	-59.045193359375E+3	60.703798817718343E+3
675E+0	600E+0	12.625033935546875E+3	-6.523853515625E+3	-59.1052509765625E+3	60.789664306304789E+3
700E+0	600E+0	12.741988647460937E+3	-6.5236388549804687E+3	-59.111470703125E+3	60.820083467047269E+3
725E+0	600E+0	12.89549658203125E+3	-6.5029193725585937E+3	-59.08443212890625E+3	60.823944677291969E+3
750E+0	600E+0	13.091641357421875E+3	-6.4499498901367187E+3	-59.00358251953125E+3	60.781708672976281E+3
775E+0	600E+0	13.094729736328125E+3	-6.4513931274414062E+3	-59.00220361328125E+3	60.78118836440445E+3
