#2020-11-27
#15:28
#Balayage par: Administrateur
#ScanTask Size: 301

#Instrument: Triax320@Triax320.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR530@SR530.lvclass Function:Read Mag & Phase (V,°); Parameters:*BeforeWait(ms):0*AfterWait(ms):0BandFilter: On; LineFilter1x: On; LineFilter2x: On; Expand Ch1: Off; Expand Ch2: Off; Sensitivity: 20 µV; Pre Time: 300 ms; Post Time: 1 s; Dynamic Res.: Low; Reference Trigger: Negative; Channels Settings: R, Teta; Frequency: 320.000000; 

#Triax320.Position(nm)         	SR530.Mag(V)                  	SR530.Phase(°)                
793.0242E+0	3.34E-6	109.75E+0
794.0247E+0	3.365E-6	107.1E+0
795.0247E+0	3.31E-6	102.8E+0
796.0245E+0	3.16E-6	97.4E+0
797.0238E+0	3.385E-6	96.95E+0
798.0226E+0	3.445E-6	102.65E+0
799.021E+0	3.425E-6	100.7E+0
800.019E+0	3.39E-6	103.75E+0
801.017E+0	3.375E-6	106.75E+0
802.0142E+0	3.235E-6	100E+0
803.0112E+0	3.17E-6	104.7E+0
804.0078E+0	3.03E-6	102.45E+0
805.0038E+0	3.09E-6	107.5E+0
805.9998E+0	2.54E-6	95.8E+0
806.995E+0	2.265E-6	98.55E+0
807.9899E+0	2.91E-6	106.65E+0
808.9846E+0	2.92E-6	107.5E+0
809.9787E+0	2.875E-6	106.8E+0
810.9726E+0	3.005E-6	109.6E+0
812.0281E+0	2.88E-6	102.25E+0
813.021E+0	2.855E-6	99.8E+0
814.0137E+0	2.615E-6	111.3E+0
815.0058E+0	2.525E-6	106.95E+0
815.9975E+0	2.72E-6	106.55E+0
816.989E+0	2.66E-6	102.9E+0
817.98E+0	2.695E-6	107.5E+0
818.9706E+0	2.58E-6	100.8E+0
820.0227E+0	2.225E-6	96.85E+0
821.0126E+0	2.725E-6	97.3E+0
822.0019E+0	2.525E-6	99.7E+0
822.9907E+0	2.34E-6	107.85E+0
823.9794E+0	2.36E-6	108.65E+0
825.0294E+0	2.155E-6	101E+0
826.017E+0	2.6E-6	98.3E+0
827.0043E+0	2.37E-6	100.45E+0
827.9914E+0	2.2E-6	115.45E+0
828.9778E+0	2.015E-6	114.85E+0
830.0255E+0	2.33E-6	112E+0
831.0114E+0	2.08E-6	98.7E+0
831.9966E+0	1.95E-6	91.5E+0
832.9815E+0	2.09E-6	108.15E+0
834.0274E+0	2.02E-6	123E+0
835.0114E+0	1.49E-6	93.1E+0
835.9953E+0	1.855E-6	92E+0
836.9785E+0	1.86E-6	111.3E+0
838.0227E+0	2.245E-6	112.35E+0
839.0051E+0	1.77E-6	117.45E+0
839.9871E+0	1.685E-6	108.85E+0
841.0299E+0	2.075E-6	124.35E+0
842.011E+0	1.88E-6	120.1E+0
842.9918E+0	1.62E-6	101.1E+0
843.9722E+0	1.415E-6	92.85E+0
845.0132E+0	1.635E-6	104.55E+0
845.9928E+0	1.795E-6	119.4E+0
846.9718E+0	1.665E-6	104.15E+0
848.0116E+0	1.48E-6	109.95E+0
848.9899E+0	1.99E-6	112.05E+0
850.0288E+0	1.915E-6	104.65E+0
851.0059E+0	1.875E-6	109.15E+0
851.9831E+0	1.665E-6	113.1E+0
853.0204E+0	1.85E-6	96.5E+0
853.9966E+0	1.56E-6	112.05E+0
854.9722E+0	1.105E-6	120.8E+0
856.0084E+0	1.43E-6	113.5E+0
856.9832E+0	1.435E-6	106.65E+0
858.0186E+0	1.315E-6	119.9E+0
858.9926E+0	1.28E-6	109.05E+0
860.0268E+0	1.685E-6	109.85E+0
860.9999E+0	1.72E-6	109.5E+0
861.9726E+0	1.18E-6	110.85E+0
863.0055E+0	1.295E-6	106.55E+0
863.9774E+0	1.7E-6	117.85E+0
865.0096E+0	1.495E-6	110.1E+0
865.9804E+0	1.39E-6	107E+0
867.0116E+0	1.165E-6	90E+0
867.9816E+0	985E-9	98.45E+0
869.0118E+0	815E-9	104.3E+0
869.9811E+0	1.37E-6	94.8E+0
871.0104E+0	950E-9	89.7E+0
871.9784E+0	1.09E-6	114.6E+0
873.007E+0	975E-9	92.05E+0
873.9743E+0	855E-9	99.1E+0
875.0018E+0	775E-9	100.05E+0
876.0286E+0	840E-9	104.5E+0
876.9948E+0	765E-9	98.6E+0
878.0208E+0	1.11E-6	100.15E+0
878.9859E+0	1.355E-6	92.95E+0
880.011E+0	585E-9	90E+0
880.9754E+0	245E-9	-131.3E+0
881.9994E+0	35E-9	0E+0
883.0234E+0	585E-9	79.35E+0
883.9863E+0	865E-9	93E+0
885.009E+0	760E-9	120.65E+0
885.971E+0	790E-9	127E+0
886.9928E+0	830E-9	100.75E+0
888.014E+0	1.125E-6	92.8E+0
888.9747E+0	1.395E-6	88.75E+0
889.9952E+0	835E-9	91.7E+0
891.015E+0	705E-9	90E+0
891.9743E+0	785E-9	82.7E+0
892.9931E+0	470E-9	94.95E+0
894.0116E+0	690E-9	137.65E+0
895.0294E+0	710E-9	118.85E+0
895.987E+0	650E-9	114.55E+0
897.0039E+0	1.2E-6	98.4E+0
898.0203E+0	1.23E-6	101.95E+0
898.9766E+0	730E-9	128.05E+0
899.9922E+0	710E-9	116.75E+0
901.0071E+0	1.12E-6	130.35E+0
902.0214E+0	1E-6	96.05E+0
902.9759E+0	705E-9	95.7E+0
903.9894E+0	700E-9	118.35E+0
905.0024E+0	600E-9	104.6E+0
906.015E+0	795E-9	90E+0
907.0272E+0	440E-9	99.25E+0
907.979E+0	0E+0	0E+0
908.9902E+0	290E-9	144.3E+0
910.0007E+0	620E-9	120.5E+0
911.011E+0	520E-9	128.5E+0
912.0203E+0	595E-9	105.25E+0
913.0294E+0	440E-9	106.5E+0
913.9786E+0	940E-9	95.8E+0
914.9868E+0	925E-9	98.4E+0
915.9943E+0	265E-9	92.15E+0
917.0014E+0	270E-9	95.35E+0
918.0079E+0	460E-9	124.45E+0
919.014E+0	375E-9	96.8E+0
920.0196E+0	595E-9	99.25E+0
921.0247E+0	255E-9	87.85E+0
922.0294E+0	550E-9	94.65E+0
922.9742E+0	645E-9	104E+0
923.9778E+0	115E-9	148.45E+0
924.981E+0	455E-9	125.6E+0
925.9834E+0	230E-9	180E+0
926.9855E+0	180E-9	126.9E+0
927.987E+0	440E-9	82.8E+0
928.9879E+0	475E-9	47.9E+0
929.9883E+0	370E-9	73.5E+0
930.9884E+0	475E-9	107.4E+0
931.9879E+0	305E-9	90E+0
932.987E+0	550E-9	180E+0
933.9854E+0	390E-9	180E+0
934.9834E+0	590E-9	134.5E+0
935.9808E+0	175E-9	180E+0
936.9778E+0	305E-9	107.55E+0
937.9739E+0	185E-9	90E+0
939.0284E+0	295E-9	180E+0
940.0238E+0	675E-9	75.4E+0
941.0186E+0	370E-9	130.45E+0
942.013E+0	515E-9	71.55E+0
943.0066E+0	510E-9	136.4E+0
943.9999E+0	520E-9	125.8E+0
944.9926E+0	300E-9	166.5E+0
945.985E+0	405E-9	180E+0
946.9766E+0	65E-9	0E+0
948.026E+0	210E-9	45E+0
949.0166E+0	100E-9	90E+0
950.0068E+0	15E-9	0E+0
950.9964E+0	45E-9	0E+0
951.9856E+0	110E-9	90E+0
952.9742E+0	450E-9	145.5E+0
954.0202E+0	150E-9	-164.55E+0
955.0075E+0	230E-9	96.4E+0
955.9946E+0	345E-9	113.75E+0
956.981E+0	460E-9	90E+0
958.0247E+0	455E-9	125.6E+0
959.0102E+0	675E-9	159E+0
959.995E+0	290E-9	-171.75E+0
960.9791E+0	80E-9	-38.7E+0
962.0207E+0	405E-9	90E+0
963.0039E+0	110E-9	-67.95E+0
963.9866E+0	225E-9	75.5E+0
965.0266E+0	160E-9	-178.2E+0
966.0079E+0	290E-9	109.1E+0
966.989E+0	100E-9	-135.6E+0
968.027E+0	370E-9	174.5E+0
969.0071E+0	205E-9	131.2E+0
969.9864E+0	300E-9	-105.45E+0
971.023E+0	290E-9	180E+0
972.0011E+0	245E-9	135.1E+0
972.979E+0	325E-9	-158.3E+0
974.0136E+0	430E-9	180E+0
974.9903E+0	300E-9	123.4E+0
976.0238E+0	155E-9	106.35E+0
976.9994E+0	295E-9	171.25E+0
977.9744E+0	85E-9	-90E+0
979.0062E+0	80E-9	-115.95E+0
