#2018-10-11
#08:21
#Balayage par: Administrateur
#ScanTask Size: 121,81


#Y Axis.Position(Units)        	X Axis.Position(Units)        	LeafMagnetometer.X(nT)        	LeafMagnetometer.Y(nT)        	LeafMagnetometer.Z(nT)        	LeafMagnetometer.Total(nT)    
750E+0	400E+0	12.5138974609375E+3	-5.31125830078125E+3	-57.57258935546875E+3	59.155816991100495E+3
755E+0	400E+0	12.524474365234375E+3	-5.299692138671875E+3	-57.5686552734375E+3	59.15318920512202E+3
760E+0	400E+0	12.538977783203125E+3	-5.28878173828125E+3	-57.55926416015625E+3	59.146144677051889E+3
765E+0	400E+0	12.541048583984375E+3	-5.2753443603515625E+3	-57.550421875E+3	59.136779157049648E+3
770E+0	400E+0	12.557475219726562E+3	-5.2595499267578125E+3	-57.5425478515625E+3	59.131195699987053E+3
775E+0	400E+0	12.551835083007812E+3	-5.2582453002929687E+3	-57.5395810546875E+3	59.126994850162489E+3
780E+0	400E+0	12.577772338867187E+3	-5.250194091796875E+3	-57.5291962890625E+3	59.121687525119159E+3
785E+0	400E+0	12.588944213867187E+3	-5.227669677734375E+3	-57.5156943359375E+3	59.108930590092044E+3
790E+0	400E+0	12.61166064453125E+3	-5.192879150390625E+3	-57.4754482421875E+3	59.071545968952734E+3
795E+0	400E+0	12.644745239257812E+3	-5.1715445556640625E+3	-57.454580078125E+3	59.056445927413435E+3
800E+0	400E+0	12.6625185546875E+3	-5.1525280151367187E+3	-57.4315146484375E+3	59.036153441509974E+3
805E+0	400E+0	12.662801391601562E+3	-5.1513887329101562E+3	-57.42751220703125E+3	59.032220638205472E+3
810E+0	400E+0	12.682471801757812E+3	-5.1324700927734375E+3	-57.4059814453125E+3	59.013851200674311E+3
815E+0	400E+0	12.704774169921875E+3	-5.105446044921875E+3	-57.37910595703125E+3	58.990162285128499E+3
820E+0	400E+0	12.732755126953125E+3	-5.0581104125976562E+3	-57.32794287109375E+3	58.94235480391841E+3
825E+0	400E+0	12.766003784179687E+3	-5.0248062133789062E+3	-57.2854453125E+3	58.905366078595834E+3
830E+0	400E+0	12.782739624023437E+3	-4.9934037475585937E+3	-57.25713720703125E+3	58.878797663554345E+3
835E+0	400E+0	12.80666162109375E+3	-4.9587514038085937E+3	-57.21911328125E+3	58.844092279023011E+3
840E+0	400E+0	12.81969970703125E+3	-4.9269369506835937E+3	-57.17560400390625E+3	58.801952487808521E+3
845E+0	400E+0	12.820284057617187E+3	-4.9282394409179687E+3	-57.1754599609375E+3	58.802049899781981E+3
850E+0	400E+0	12.862680419921875E+3	-4.8554998779296875E+3	-57.0913017578125E+3	58.723435479331289E+3
855E+0	400E+0	12.865692138671875E+3	-4.8566256713867187E+3	-57.092658203125E+3	58.725506441470061E+3
860E+0	400E+0	12.892763549804687E+3	-4.8198652954101562E+3	-57.0447685546875E+3	58.681858656406322E+3
865E+0	400E+0	12.903768432617187E+3	-4.7755387573242187E+3	-56.9970185546875E+3	58.634235176364644E+3
870E+0	400E+0	12.933534301757812E+3	-4.729807373046875E+3	-56.9411689453125E+3	58.582803543670634E+3
875E+0	400E+0	12.9611796875E+3	-4.648770263671875E+3	-56.84236767578125E+3	58.486397810194947E+3
880E+0	400E+0	12.990487548828125E+3	-4.6013979187011719E+3	-56.7781201171875E+3	58.426715875797956E+3
885E+0	400E+0	13.004238403320312E+3	-4.5506989440917969E+3	-56.725982421875E+3	58.375139355446561E+3
890E+0	400E+0	13.025861328125E+3	-4.5028551025390625E+3	-56.6660107421875E+3	58.317974166926731E+3
895E+0	400E+0	13.021360229492187E+3	-4.503884033203125E+3	-56.66282080078125E+3	58.313948404358474E+3
900E+0	400E+0	13.04392822265625E+3	-4.4503321228027344E+3	-56.60524169921875E+3	58.258934593215454E+3
905E+0	400E+0	13.057405395507812E+3	-4.3997210388183594E+3	-56.5440185546875E+3	58.198626409861616E+3
910E+0	400E+0	13.076775512695312E+3	-4.344437255859375E+3	-56.47241552734375E+3	58.129259247554299E+3
915E+0	400E+0	13.085587890625E+3	-4.2675181884765625E+3	-56.39706689453125E+3	58.052341608919953E+3
920E+0	400E+0	13.118201416015625E+3	-4.1648695678710937E+3	-56.26990625E+3	57.928717986104224E+3
925E+0	400E+0	13.1334345703125E+3	-4.0927270812988281E+3	-56.191240234375E+3	57.85061496278851E+3
930E+0	400E+0	13.136989868164062E+3	-4.0261012878417969E+3	-56.1076240234375E+3	57.765526898811819E+3
935E+0	400E+0	13.152421875E+3	-3.9617999877929687E+3	-56.03396923828125E+3	57.693054235406424E+3
940E+0	400E+0	13.161010620117187E+3	-3.890546142578125E+3	-55.9527158203125E+3	57.611245660066263E+3
945E+0	400E+0	13.166704467773437E+3	-3.8928986511230469E+3	-55.95237841796875E+3	57.612377749077044E+3
950E+0	400E+0	13.187628784179687E+3	-3.8256552429199219E+3	-55.8708837890625E+3	57.533516174193908E+3
955E+0	400E+0	13.190978149414062E+3	-3.7519407348632812E+3	-55.79044873046875E+3	57.451315247400329E+3
960E+0	400E+0	13.202511962890625E+3	-3.6717389526367187E+3	-55.69859423828125E+3	57.359584747688983E+3
965E+0	400E+0	13.216544799804687E+3	-3.5160264282226562E+3	-55.5206591796875E+3	57.180273703289727E+3
970E+0	400E+0	13.211806762695312E+3	-3.5161119384765625E+3	-55.5188994140625E+3	57.177475704715245E+3
975E+0	400E+0	13.226074462890625E+3	-3.4341062927246094E+3	-55.41999072265625E+3	57.079753509198061E+3
980E+0	400E+0	13.228872436523437E+3	-3.350063720703125E+3	-55.33364208984375E+3	56.991564646553612E+3
985E+0	400E+0	13.225401977539062E+3	-3.2551223449707031E+3	-55.23270849609375E+3	56.887254095668228E+3
990E+0	400E+0	13.225599975585937E+3	-3.1618045654296875E+3	-55.126298828125E+3	56.778719211631418E+3
995E+0	400E+0	13.225194213867187E+3	-2.9940269165039062E+3	-54.94820361328125E+3	56.596604830529875E+3
1E+3	400E+0	13.218855834960937E+3	-2.892015869140625E+3	-54.83966455078125E+3	56.484434303665344E+3
400E+0	405E+0	13.226850219726562E+3	-3.2847572326660156E+3	-55.25870556640625E+3	56.914538980910009E+3
405E+0	405E+0	13.643484252929687E+3	-4.4704387512207031E+3	-56.2775537109375E+3	58.080055745609272E+3
410E+0	405E+0	13.64544677734375E+3	-4.4712614440917969E+3	-56.28561767578125E+3	58.088394736910312E+3
415E+0	405E+0	13.623566772460937E+3	-4.50008935546875E+3	-56.317609375E+3	58.116485981611593E+3
420E+0	405E+0	13.597570068359375E+3	-4.5299577331542969E+3	-56.3423232421875E+3	58.136667809041537E+3
425E+0	405E+0	13.57293603515625E+3	-4.5572980346679687E+3	-56.37043701171875E+3	58.160296897870365E+3
430E+0	405E+0	13.535981201171875E+3	-4.6022943115234375E+3	-56.41531689453125E+3	58.198731853441997E+3
435E+0	405E+0	13.506862670898437E+3	-4.6408875122070312E+3	-56.452603515625E+3	58.231178467813668E+3
440E+0	405E+0	13.4911630859375E+3	-4.6657545776367187E+3	-56.478765625E+3	58.254889606083911E+3
445E+0	405E+0	13.46474609375E+3	-4.6879741821289062E+3	-56.5021279296875E+3	58.273212766355456E+3
450E+0	405E+0	13.471864868164062E+3	-4.687556640625E+3	-56.50114794921875E+3	58.273873787670687E+3
455E+0	405E+0	13.442197265625E+3	-4.7120430297851562E+3	-56.52701806640625E+3	58.294083498938162E+3
460E+0	405E+0	13.417337768554687E+3	-4.7382473754882812E+3	-56.5514453125E+3	58.314169363479326E+3
465E+0	405E+0	13.383510498046875E+3	-4.7614337768554687E+3	-56.57618798828125E+3	58.332282002756532E+3
470E+0	405E+0	13.34186962890625E+3	-4.8031363525390625E+3	-56.62047802734375E+3	58.369122901583403E+3
475E+0	405E+0	13.314165283203125E+3	-4.8261815795898437E+3	-56.6510595703125E+3	58.394365513367535E+3
480E+0	405E+0	13.288619018554687E+3	-4.8511633911132812E+3	-56.67662939453125E+3	58.415424623350627E+3
485E+0	405E+0	13.284545166015625E+3	-4.8509244995117187E+3	-56.67093798828125E+3	58.408956133360458E+3
490E+0	405E+0	13.265507080078125E+3	-4.8696782836914062E+3	-56.6965361328125E+3	58.431028206203453E+3
495E+0	405E+0	13.233150268554687E+3	-4.8909440307617187E+3	-56.72150048828125E+3	58.449692200964579E+3
500E+0	405E+0	13.214537963867187E+3	-4.908142578125E+3	-56.74663037109375E+3	58.471311353903009E+3
505E+0	405E+0	13.190763916015625E+3	-4.9293629760742187E+3	-56.77358544921875E+3	58.493890401975303E+3
510E+0	405E+0	13.155052001953125E+3	-4.9542601318359375E+3	-56.8026416015625E+3	58.516156609494108E+3
515E+0	405E+0	13.116877807617187E+3	-4.9813663330078125E+3	-56.84582080078125E+3	58.551808628945277E+3
520E+0	405E+0	13.080544311523437E+3	-5.0046898803710937E+3	-56.870197265625E+3	58.569337483423602E+3
525E+0	405E+0	13.082169189453125E+3	-5.0029037475585937E+3	-56.8738349609375E+3	58.573080405739944E+3
530E+0	405E+0	13.056415771484375E+3	-5.0197842407226562E+3	-56.90226416015625E+3	58.596384250854797E+3
535E+0	405E+0	13.023733032226562E+3	-5.041147216796875E+3	-56.9282734375E+3	58.616205050128017E+3
540E+0	405E+0	13.001758178710937E+3	-5.0546078491210937E+3	-56.9543134765625E+3	58.637778026966946E+3
545E+0	405E+0	12.970690185546875E+3	-5.0726212768554687E+3	-56.98175341796875E+3	58.659108509210135E+3
550E+0	405E+0	12.92662646484375E+3	-5.0998531494140625E+3	-57.0290732421875E+3	58.697714992868663E+3
555E+0	405E+0	12.899969604492187E+3	-5.1173684692382812E+3	-57.0648994140625E+3	58.728186391171825E+3
560E+0	405E+0	12.877287475585937E+3	-5.13101806640625E+3	-57.08922607421875E+3	58.748038195229936E+3
565E+0	405E+0	12.875945190429687E+3	-5.1337997436523437E+3	-57.087609375E+3	58.746416433282284E+3
570E+0	405E+0	12.857109619140625E+3	-5.1455910034179687E+3	-57.11446240234375E+3	58.769419088054201E+3
575E+0	405E+0	12.828958862304687E+3	-5.1614066772460937E+3	-57.14470556640625E+3	58.794049193876934E+3
580E+0	405E+0	12.81237744140625E+3	-5.1759932250976562E+3	-57.168912109375E+3	58.815243753403156E+3
585E+0	405E+0	12.781594360351562E+3	-5.1905894165039062E+3	-57.1948388671875E+3	58.835035941669819E+3
590E+0	405E+0	12.731247680664062E+3	-5.2162001953125E+3	-57.244107421875E+3	58.874287260118595E+3
595E+0	405E+0	12.698428955078125E+3	-5.2257162475585937E+3	-57.27522509765625E+3	58.898302643442861E+3
600E+0	405E+0	12.707905883789062E+3	-5.2281331787109375E+3	-57.27678564453125E+3	58.902078481026081E+3
605E+0	405E+0	12.68331787109375E+3	-5.2406248779296875E+3	-57.2988125E+3	58.919310408467791E+3
610E+0	405E+0	12.656797973632812E+3	-5.2496832885742187E+3	-57.32406591796875E+3	58.9389728854852E+3
615E+0	405E+0	12.636647705078125E+3	-5.2568848876953125E+3	-57.3584541015625E+3	58.968740525758301E+3
620E+0	405E+0	12.6184189453125E+3	-5.2709820556640625E+3	-57.3904404296875E+3	58.997209983244596E+3
625E+0	405E+0	12.5828037109375E+3	-5.2889222412109375E+3	-57.43278271484375E+3	59.032401995856991E+3
630E+0	405E+0	12.565724731445312E+3	-5.29909423828125E+3	-57.45314599609375E+3	59.049490446955169E+3
635E+0	405E+0	12.560906616210937E+3	-5.299188232421875E+3	-57.45392529296875E+3	59.04923269348254E+3
640E+0	405E+0	12.54616748046875E+3	-5.3080360107421875E+3	-57.47730224609375E+3	59.069640039939863E+3
645E+0	405E+0	12.536048217773437E+3	-5.3181229248046875E+3	-57.49407421875E+3	59.08471882439121E+3
650E+0	405E+0	12.520248291015625E+3	-5.3293251342773437E+3	-57.50681005859375E+3	59.094771591857345E+3
655E+0	405E+0	12.511970703125E+3	-5.3353618774414062E+3	-57.5246240234375E+3	59.110898870119425E+3
660E+0	405E+0	12.500883178710937E+3	-5.3438177490234375E+3	-57.5330126953125E+3	59.117480714676247E+3
665E+0	405E+0	12.479965698242187E+3	-5.3597273559570312E+3	-57.54830615234375E+3	59.129385520673801E+3
670E+0	405E+0	12.473969970703125E+3	-5.3709971923828125E+3	-57.56583349609375E+3	59.146202585694278E+3
675E+0	405E+0	12.461798828125E+3	-5.3819425048828125E+3	-57.58030078125E+3	59.158712602005165E+3
680E+0	405E+0	12.463619750976562E+3	-5.3752171630859375E+3	-57.58010107421875E+3	59.158290068235095E+3
685E+0	405E+0	12.435197143554687E+3	-5.3008282470703125E+3	-57.56420068359375E+3	59.130115496308746E+3
690E+0	405E+0	12.446605590820312E+3	-5.3763934936523437E+3	-57.60001416015625E+3	59.17419750134505E+3
695E+0	405E+0	12.45435498046875E+3	-5.3784277954101562E+3	-57.607787109375E+3	59.183580243734454E+3
700E+0	405E+0	12.451321533203125E+3	-5.3851757202148437E+3	-57.61560302734375E+3	59.191162936728251E+3
705E+0	405E+0	12.442332397460937E+3	-5.3814918212890625E+3	-57.620109375E+3	59.193323081785944E+3
710E+0	405E+0	12.445522338867187E+3	-5.3788982543945312E+3	-57.625435546875E+3	59.198942637198801E+3
715E+0	405E+0	12.456655639648437E+3	-5.3618362426757812E+3	-57.63797216796875E+3	59.211940052211568E+3
720E+0	405E+0	12.466602905273437E+3	-5.3596651611328125E+3	-57.63914501953125E+3	59.214981384072278E+3
725E+0	405E+0	12.4712265625E+3	-5.3551143798828125E+3	-57.6425625E+3	59.218868847928752E+3
730E+0	405E+0	12.4717060546875E+3	-5.3540928344726562E+3	-57.642388671875E+3	59.218707726364286E+3
735E+0	405E+0	12.479564331054687E+3	-5.3463787231445312E+3	-57.640685546875E+3	59.218006456140327E+3
740E+0	405E+0	12.491070434570312E+3	-5.3380455322265625E+3	-57.63923486328125E+3	59.218269490198843E+3
745E+0	405E+0	12.499152954101562E+3	-5.3261626586914062E+3	-57.6371787109375E+3	59.216903917442418E+3
750E+0	405E+0	12.512531860351562E+3	-5.3150802612304687E+3	-57.6322666015625E+3	59.213953417151468E+3
755E+0	405E+0	12.524103271484375E+3	-5.3083291625976562E+3	-57.63091259765625E+3	59.214475741182497E+3
760E+0	405E+0	12.532606201171875E+3	-5.2935708618164062E+3	-57.62354833984375E+3	59.207786999734359E+3
765E+0	405E+0	12.546220458984375E+3	-5.2769221801757812E+3	-57.6046513671875E+3	59.190793490280484E+3
770E+0	405E+0	12.56619921875E+3	-5.2569558715820312E+3	-57.59354248046875E+3	59.182444159287319E+3
775E+0	405E+0	12.563916259765625E+3	-5.259760498046875E+3	-57.5889892578125E+3	59.177777074943064E+3
780E+0	405E+0	12.575508422851562E+3	-5.2554752807617187E+3	-57.575345703125E+3	59.166581100413721E+3
785E+0	405E+0	12.580803588867187E+3	-5.2449820556640625E+3	-57.55721484375E+3	59.149133628369731E+3
790E+0	405E+0	12.58585302734375E+3	-5.231784912109375E+3	-57.54094287109375E+3	59.133204811636213E+3
795E+0	405E+0	12.617278564453125E+3	-5.2130340576171875E+3	-57.52105322265625E+3	59.118892760917974E+3
800E+0	405E+0	12.637283325195312E+3	-5.187443603515625E+3	-57.494751953125E+3	59.095325713647908E+3
805E+0	405E+0	12.65578759765625E+3	-5.1665240478515625E+3	-57.46800146484375E+3	59.071428358891535E+3
810E+0	405E+0	12.673360107421875E+3	-5.1466849975585937E+3	-57.44894677734375E+3	59.054928957515563E+3
815E+0	405E+0	12.7121552734375E+3	-5.0954666137695312E+3	-57.38901904296875E+3	59.000530757027845E+3
820E+0	405E+0	12.720111694335937E+3	-5.0965856323242187E+3	-57.38469873046875E+3	58.998141869905259E+3
825E+0	405E+0	12.745995849609375E+3	-5.0637301025390625E+3	-57.355671875E+3	58.972666399092384E+3
830E+0	405E+0	12.762475463867187E+3	-5.0368775024414062E+3	-57.3191611328125E+3	58.938424257124738E+3
835E+0	405E+0	12.782440551757812E+3	-5.0093909301757812E+3	-57.283904296875E+3	58.906120033462532E+3
840E+0	405E+0	12.80821337890625E+3	-4.9732620239257812E+3	-57.24912744140625E+3	58.874840101947891E+3
845E+0	405E+0	12.827593994140625E+3	-4.9435892944335937E+3	-57.207482421875E+3	58.836068415507223E+3
850E+0	405E+0	12.854698364257812E+3	-4.897131591796875E+3	-57.16653955078125E+3	58.798290709608751E+3
855E+0	405E+0	12.890275390625E+3	-4.8401267700195312E+3	-57.10526416015625E+3	58.741789675258995E+3
860E+0	405E+0	12.935975463867187E+3	-4.7659022827148437E+3	-57.0249228515625E+3	58.667671479448894E+3
865E+0	405E+0	12.936375854492187E+3	-4.7671099853515625E+3	-57.029033203125E+3	58.671852176917397E+3
870E+0	405E+0	12.9639599609375E+3	-4.7265667724609375E+3	-56.97523046875E+3	58.622368901239701E+3
875E+0	405E+0	12.977145874023437E+3	-4.6853048706054687E+3	-56.924375E+3	58.572548780811383E+3
880E+0	405E+0	13.003553833007812E+3	-4.6379945068359375E+3	-56.86728466796875E+3	58.519159164848534E+3
885E+0	405E+0	13.014841674804687E+3	-4.5946181640625E+3	-56.80823095703125E+3	58.460861365472978E+3
890E+0	405E+0	13.043733764648437E+3	-4.5420148315429687E+3	-56.75386279296875E+3	58.410362853458595E+3
895E+0	405E+0	13.058815795898437E+3	-4.4788557434082031E+3	-56.67633642578125E+3	58.333528780170352E+3
900E+0	405E+0	13.079380615234375E+3	-4.4400232543945312E+3	-56.62943994140625E+3	58.289606254646715E+3
905E+0	405E+0	13.095230102539062E+3	-4.3849253234863281E+3	-56.566904296875E+3	58.228239506668775E+3
910E+0	405E+0	13.116540649414062E+3	-4.3307522888183594E+3	-56.49940283203125E+3	58.163410367026503E+3
915E+0	405E+0	13.128922485351562E+3	-4.272593994140625E+3	-56.43170751953125E+3	58.096142224972515E+3
920E+0	405E+0	13.157069091796875E+3	-4.2074718322753906E+3	-56.359166015625E+3	58.027299191602098E+3
925E+0	405E+0	13.165749633789062E+3	-4.1527276000976562E+3	-56.2827802734375E+3	57.95113592848945E+3
930E+0	405E+0	13.17602294921875E+3	-4.0851351623535156E+3	-56.2095859375E+3	57.877578743731654E+3
935E+0	405E+0	13.197834106445312E+3	-4.0185628662109375E+3	-56.1291591796875E+3	57.79978128145745E+3
940E+0	405E+0	13.204566284179687E+3	-3.9509691467285156E+3	-56.048708984375E+3	57.718534408919819E+3
945E+0	405E+0	13.222259155273437E+3	-3.8807861633300781E+3	-55.9707998046875E+3	57.642168888443557E+3
950E+0	405E+0	13.233757202148437E+3	-3.8097027587890625E+3	-55.8807373046875E+3	57.552615810958472E+3
955E+0	405E+0	13.248390625E+3	-3.7365663757324219E+3	-55.80651025390625E+3	57.479116938868057E+3
960E+0	405E+0	13.259012329101562E+3	-3.6572794799804687E+3	-55.71158984375E+3	57.384310531622264E+3
965E+0	405E+0	13.26962744140625E+3	-3.5873594360351562E+3	-55.6239228515625E+3	57.29723874775826E+3
970E+0	405E+0	13.285162963867187E+3	-3.5015483703613281E+3	-55.5372197265625E+3	57.211359888720442E+3
975E+0	405E+0	13.288349609375E+3	-3.4191999206542969E+3	-55.434302734375E+3	57.10721302488981E+3
980E+0	405E+0	13.294197265625E+3	-3.3335966186523437E+3	-55.34250048828125E+3	57.014398260052228E+3
985E+0	405E+0	13.302245239257812E+3	-3.2439899597167969E+3	-55.24671337890625E+3	56.918127557649146E+3
990E+0	405E+0	13.297328491210937E+3	-3.1553385314941406E+3	-55.14249853515625E+3	56.810833180087284E+3
995E+0	405E+0	13.30278076171875E+3	-3.0680279846191406E+3	-55.04734765625E+3	56.714971549783397E+3
1E+3	405E+0	13.297604736328125E+3	-2.97172607421875E+3	-54.9408271484375E+3	56.605236037468327E+3
400E+0	410E+0	13.287820190429687E+3	-2.8814067077636719E+3	-54.84107568359375E+3	56.501441814632955E+3
