#2018-03-01
#16:47
#Balayage par: physique
#ScanTask Size: 221

#Échantillon: ; #Matériaux: Autres; 
#Fente d'entrée: 0,050mm; Fente de sortie: 1,000mm; #Température: 293,00°K; #Filtre Entrée: CGA 225; #Détecteur: Oriel 70680 with R928; 
#Taux de répétition laser : 4PPS; #Énergie Laser: 100,0mJ; #Pre-amplificateur: Aucun; #Réseaux: Oriel 33010FL01-080R (400nm); #Autres: avg 3; 

#Longueur d'ondes OR77200: 200,000000
#Sensitivity: 3 V; Vernier Mode: Off; Vernier Value: 50.000; Main Filter: No Filter; Filter Freq (Hz): 1000.000; Filter Mode: Manual;  Line Notch: Off; Reference: Internal; Reference Mode: F; Ref Phase (°): 0.000; Ref Freq (Hz): 3.883; Output Filter: 6dB; Time Constant: 100 ms; Dynamic Res.: Hi Stab; X Offset: Off; X Offset Val %: 0.000; Y Offset: Off; Y Offset Val %: 0.000; Expand: Off; Osc Amp. (mV rms): 2000.000; Int Osc (Hz): 4.000; Trigger Mode: Asynchronous; Input Mode: Voltage; Ovld Source: Y Channel; 

#OR77200.Long. Ondes(nm)       	EGG5210.Analog In 1(V)        
381E+0	-867.33333333333329E-3
382E+0	-897.00000000000002E-3
383E+0	-683.33333333333335E-3
384E+0	-648.66666666666672E-3
385E+0	-430.33333333333335E-3
386E+0	-179.33333333333334E-3
387E+0	-170.33333333333334E-3
388E+0	-82.333333333333342E-3
389E+0	-34.666666666666665E-3
390E+0	-68.666666666666668E-3
391E+0	45.999999999999999E-3
392E+0	96.666666666666665E-3
393E+0	157.33333333333332E-3
394E+0	186E-3
395E+0	230.66666666666666E-3
396E+0	234.66666666666666E-3
397E+0	265.66666666666666E-3
398E+0	265.66666666666666E-3
399E+0	271.33333333333332E-3
400E+0	314.33333333333335E-3
401E+0	287.99999999999998E-3
402E+0	349.99999999999998E-3
403E+0	318.33333333333336E-3
404E+0	353.99999999999998E-3
405E+0	343.00000000000003E-3
406E+0	378.66666666666665E-3
407E+0	400.66666666666667E-3
408E+0	322.66666666666666E-3
409E+0	383.00000000000001E-3
410E+0	377E-3
411E+0	414.33333333333333E-3
412E+0	376.66666666666665E-3
413E+0	369.66666666666664E-3
414E+0	395.66666666666667E-3
415E+0	384.00000000000001E-3
416E+0	407.99999999999997E-3
417E+0	362.33333333333334E-3
418E+0	416.99999999999998E-3
419E+0	421.66666666666663E-3
420E+0	421.33333333333334E-3
