#2021-12-14
#11:10:35 AM
#Balayage par: dphy-morrislab
#Description Keyword: 
#ScanTask Size: 50000
##Instrument: Tools@Tools.lvclass; Function:Minuteur (s); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: LSCI332@LSCI332.lvclass; Function:Read_InputB&Heater (K,S,%,W); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Input A Parameters: Sensor Type: 7.5V 1mA; Compensation: OFF; Curve Number: 28; Filtering : On; Filter Points: 45; Window %: 7; Input B Parameters: Sensor Type: Silicon Diode; Compensation: OFF; Curve Number: 2; Filtering : OFF; Filter Points: 8; Window %: 1; Heat Range: Off; Heater Power: 0.00W; Heater Output: 0.00%; Heater Resistance: 50 Ohms; Loop 1 Parameters: Ctrl Input: B; Ctrl Mode: Manual PID; Setpoint Units: Kelvin; Heater Units: Current; Power Up Enable: NO; Proportional Val: 40.00; Integral Val: 30.00; Derivative Val: 0; Setpoint: 310.00; Ramp Mode: OFF; Ramp Rate 1.00K/min; Manual Output: 0.00;  Loop 2 Parameters: Ctrl Input: A; Ctrl Mode: Manual PID; Setpoint Units: Sensor Units; Heater Units: Current; Power Up Enable: NO; Proportional Val: 50.00; Integral Val: 20.00; Derivative Val: 0; Setpoint: 0.00; Ramp Mode: OFF; Ramp Rate 0.00K/min; Manual Output: 0.00;  
#
#Tools.Time(s)                 	LSCI332.Temp(K)               	LSCI332.Sensor(U)             	LSCI332.Heater(%)             	LSCI332.Heater(W)             
3.722343388369E+9	39.61E+0	1.0897E+0	0E+0	0E+0
3.722343393408E+9	33.542E+0	1.0997E+0	0E+0	0E+0
3.72234339844E+9	25.169E+0	1.1187E+0	0E+0	0E+0
3.722343403478E+9	11.243E+0	1.3524E+0	0E+0	0E+0
3.722343408508E+9	8.635E+0	1.4232E+0	0E+0	0E+0
3.722343413538E+9	8.412E+0	1.4302E+0	0E+0	0E+0
3.722343418578E+9	8.273E+0	1.4348E+0	0E+0	0E+0
3.722343423609E+9	8.111E+0	1.4401E+0	0E+0	0E+0
3.722343428648E+9	7.884E+0	1.4476E+0	0E+0	0E+0
3.722343433689E+9	7.901E+0	1.4471E+0	0E+0	0E+0
3.722343438718E+9	7.819E+0	1.4498E+0	0E+0	0E+0
3.722343443748E+9	7.733E+0	1.4527E+0	0E+0	0E+0
3.722343448788E+9	7.648E+0	1.4557E+0	0E+0	0E+0
3.722343453818E+9	7.68E+0	1.4545E+0	0E+0	0E+0
3.722343458848E+9	7.664E+0	1.4551E+0	0E+0	0E+0
3.722343463878E+9	7.659E+0	1.4553E+0	0E+0	0E+0
3.722343468908E+9	7.707E+0	1.4536E+0	0E+0	0E+0
3.722343473949E+9	7.708E+0	1.4535E+0	0E+0	0E+0
3.722343478979E+9	7.593E+0	1.4576E+0	0E+0	0E+0
3.722343484019E+9	7.731E+0	1.4532E+0	0E+0	0E+0
3.722343489069E+9	7.711E+0	1.4534E+0	0E+0	0E+0
3.72234349411E+9	7.654E+0	1.4554E+0	0E+0	0E+0
3.722343499138E+9	7.738E+0	1.4525E+0	0E+0	0E+0
3.722343504169E+9	7.753E+0	1.4519E+0	0E+0	0E+0
3.722343509198E+9	7.751E+0	1.452E+0	0E+0	0E+0
3.722343514239E+9	7.648E+0	1.4557E+0	0E+0	0E+0
3.722343519269E+9	7.762E+0	1.4516E+0	0E+0	0E+0
3.722343524298E+9	7.752E+0	1.452E+0	0E+0	0E+0
3.722343529339E+9	7.805E+0	1.4514E+0	0E+0	0E+0
3.722343534369E+9	7.722E+0	1.4531E+0	0E+0	0E+0
3.722343539399E+9	7.877E+0	1.4479E+0	0E+0	0E+0
3.722343544438E+9	7.693E+0	1.4541E+0	0E+0	0E+0
3.722343549469E+9	7.761E+0	1.4517E+0	0E+0	0E+0
3.7223435545E+9	7.721E+0	1.4531E+0	0E+0	0E+0
3.72234355953E+9	7.721E+0	1.4531E+0	0E+0	0E+0
3.722343564569E+9	7.711E+0	1.4534E+0	0E+0	0E+0
3.722343569599E+9	7.869E+0	1.4481E+0	0E+0	0E+0
3.722343574639E+9	7.768E+0	1.4515E+0	0E+0	0E+0
3.72234357967E+9	7.761E+0	1.4517E+0	0E+0	0E+0
3.7223435847E+9	7.83E+0	1.4494E+0	0E+0	0E+0
3.722343589739E+9	7.815E+0	1.4499E+0	0E+0	0E+0
3.72234359477E+9	7.87E+0	1.4481E+0	0E+0	0E+0
3.722343599799E+9	7.855E+0	1.4486E+0	0E+0	0E+0
3.722343604829E+9	7.831E+0	1.4494E+0	0E+0	0E+0
3.722343609869E+9	7.853E+0	1.4478E+0	0E+0	0E+0
3.722343614899E+9	7.82E+0	1.4497E+0	0E+0	0E+0
3.72234361993E+9	7.935E+0	1.4459E+0	0E+0	0E+0
3.722343624969E+9	7.889E+0	1.4475E+0	0E+0	0E+0
3.72234363E+9	7.923E+0	1.4463E+0	0E+0	0E+0
3.722343635029E+9	7.951E+0	1.4454E+0	0E+0	0E+0
3.72234364007E+9	7.859E+0	1.4484E+0	0E+0	0E+0
3.722343645101E+9	7.787E+0	1.4508E+0	0E+0	0E+0
3.722343650131E+9	7.825E+0	1.4496E+0	0E+0	0E+0
3.72234365517E+9	7.753E+0	1.452E+0	0E+0	0E+0
3.722343660199E+9	7.874E+0	1.448E+0	0E+0	0E+0
3.72234366523E+9	7.927E+0	1.4462E+0	0E+0	0E+0
3.722343670269E+9	7.655E+0	1.4554E+0	0E+0	0E+0
3.7223436753E+9	7.927E+0	1.4462E+0	0E+0	0E+0
3.722343680329E+9	7.935E+0	1.4459E+0	0E+0	0E+0
3.722343685359E+9	7.876E+0	1.4479E+0	0E+0	0E+0
3.722343690399E+9	7.832E+0	1.4488E+0	0E+0	0E+0
3.722343695429E+9	7.83E+0	1.4494E+0	0E+0	0E+0
3.722343700469E+9	7.805E+0	1.4502E+0	0E+0	0E+0
3.722343705509E+9	7.776E+0	1.4512E+0	0E+0	0E+0
3.722343710539E+9	7.98E+0	1.4444E+0	0E+0	0E+0
3.72234371557E+9	7.734E+0	1.4526E+0	0E+0	0E+0
3.7223437206E+9	7.876E+0	1.4479E+0	0E+0	0E+0
3.722343725631E+9	7.867E+0	1.4482E+0	0E+0	0E+0
3.722343730671E+9	7.889E+0	1.4475E+0	0E+0	0E+0
3.722343735699E+9	7.98E+0	1.4444E+0	0E+0	0E+0
3.722343740729E+9	8.012E+0	1.4434E+0	0E+0	0E+0
3.72234374577E+9	7.802E+0	1.4503E+0	0E+0	0E+0
3.722343750809E+9	7.836E+0	1.4492E+0	0E+0	0E+0
3.722343755839E+9	7.728E+0	1.4528E+0	0E+0	0E+0
3.72234376087E+9	7.711E+0	1.4534E+0	0E+0	0E+0
3.72234376591E+9	13.919E+0	1.2959E+0	0E+0	0E+0
3.72234377094E+9	21.548E+0	1.1717E+0	0E+0	0E+0
3.72234377597E+9	25.517E+0	1.1173E+0	0E+0	0E+0
3.722343781E+9	28.254E+0	1.1098E+0	0E+0	0E+0
3.722343786029E+9	30.419E+0	1.1054E+0	0E+0	0E+0
3.72234379107E+9	32.25E+0	1.102E+0	0E+0	0E+0
3.722343796099E+9	33.809E+0	1.0993E+0	0E+0	0E+0
3.72234380114E+9	35.206E+0	1.0968E+0	0E+0	0E+0
3.72234380617E+9	36.501E+0	1.0947E+0	0E+0	0E+0
3.7223438112E+9	37.666E+0	1.0928E+0	0E+0	0E+0
3.72234381624E+9	38.733E+0	1.091E+0	0E+0	0E+0
3.722343821271E+9	39.77E+0	1.0894E+0	0E+0	0E+0
3.7223438263E+9	40.716E+0	1.0879E+0	0E+0	0E+0
3.722343831341E+9	41.608E+0	1.0865E+0	0E+0	0E+0
3.72234383637E+9	42.474E+0	1.0851E+0	0E+0	0E+0
3.7223438414E+9	43.278E+0	1.0838E+0	0E+0	0E+0
3.722343846441E+9	44.053E+0	1.0826E+0	0E+0	0E+0
3.72234385147E+9	44.796E+0	1.0814E+0	0E+0	0E+0
3.7223438565E+9	45.527E+0	1.0802E+0	0E+0	0E+0
3.72234386153E+9	46.22E+0	1.0791E+0	0E+0	0E+0
3.72234386656E+9	46.889E+0	1.0781E+0	0E+0	0E+0
3.722343871601E+9	47.548E+0	1.077E+0	0E+0	0E+0
3.722343876631E+9	48.178E+0	1.076E+0	0E+0	0E+0
3.72234388167E+9	48.793E+0	1.075E+0	0E+0	0E+0
3.722343886701E+9	49.396E+0	1.0741E+0	0E+0	0E+0
3.722343891731E+9	49.972E+0	1.0732E+0	0E+0	0E+0
3.72234389677E+9	50.531E+0	1.0722E+0	0E+0	0E+0
3.7223439018E+9	51.094E+0	1.0713E+0	0E+0	0E+0
3.722343906832E+9	51.631E+0	1.0705E+0	0E+0	0E+0
3.72234391187E+9	52.156E+0	1.0696E+0	0E+0	0E+0
3.722343916901E+9	52.726E+0	1.0687E+0	50E+0	100E+0
3.72234392193E+9	57.846E+0	1.0604E+0	50E+0	100E+0
3.72234392697E+9	64.147E+0	1.05E+0	50E+0	100E+0
3.722343932011E+9	69.121E+0	1.0417E+0	50E+0	100E+0
3.722343937042E+9	73.147E+0	1.0348E+0	50E+0	100E+0
3.72234394207E+9	76.701E+0	1.0287E+0	50E+0	100E+0
3.722343947101E+9	79.978E+0	1.023E+0	50E+0	100E+0
3.722343952131E+9	82.966E+0	1.0178E+0	50E+0	100E+0
3.722343957171E+9	85.815E+0	1.0127E+0	50E+0	100E+0
3.7223439622E+9	88.583E+0	1.0078E+0	50E+0	100E+0
3.72234396723E+9	91.183E+0	1.0031E+0	50E+0	100E+0
3.72234397227E+9	93.706E+0	998.5E-3	50E+0	100E+0
3.722343977311E+9	96.164E+0	994E-3	50E+0	100E+0
3.722343982341E+9	98.529E+0	989.7E-3	50E+0	100E+0
3.722343987371E+9	100.85E+0	985.4E-3	50E+0	100E+0
3.722343992401E+9	103.09E+0	981.2E-3	50E+0	100E+0
3.72234399743E+9	105.31E+0	977E-3	50E+0	100E+0
3.72234400247E+9	107.49E+0	973E-3	50E+0	100E+0
3.722344007501E+9	109.62E+0	969E-3	50E+0	100E+0
3.722344012532E+9	111.72E+0	964.9E-3	50E+0	100E+0
3.722344017571E+9	113.76E+0	961E-3	50E+0	100E+0
3.722344022611E+9	115.78E+0	957.1E-3	50E+0	100E+0
3.722344027651E+9	117.83E+0	953.2E-3	50E+0	100E+0
3.722344032681E+9	119.77E+0	949.5E-3	50E+0	100E+0
3.722344037721E+9	121.69E+0	945.6E-3	50E+0	100E+0
3.722344042751E+9	123.64E+0	941.9E-3	50E+0	100E+0
3.722344047781E+9	125.53E+0	938.2E-3	50E+0	100E+0
3.722344052811E+9	127.41E+0	934.5E-3	50E+0	100E+0
3.722344057841E+9	129.24E+0	930.8E-3	50E+0	100E+0
3.722344062881E+9	131.1E+0	927.2E-3	50E+0	100E+0
3.722344067911E+9	132.91E+0	923.6E-3	50E+0	100E+0
3.722344072951E+9	134.71E+0	919.9E-3	50E+0	100E+0
3.722344077981E+9	136.52E+0	916.4E-3	50E+0	100E+0
3.722344083011E+9	138.28E+0	912.9E-3	50E+0	100E+0
3.722344088051E+9	140.03E+0	909.3E-3	50E+0	100E+0
3.722344093082E+9	141.76E+0	905.9E-3	50E+0	100E+0
3.722344098111E+9	143.47E+0	902.4E-3	50E+0	100E+0
3.722344103151E+9	145.21E+0	898.9E-3	50E+0	100E+0
3.722344108182E+9	146.9E+0	895.4E-3	50E+0	100E+0
3.722344113211E+9	148.59E+0	892E-3	50E+0	100E+0
3.722344118251E+9	150.27E+0	888.5E-3	50E+0	100E+0
3.722344123281E+9	151.96E+0	885.1E-3	50E+0	100E+0
3.722344128311E+9	153.62E+0	881.7E-3	50E+0	100E+0
3.722344133352E+9	155.26E+0	878.3E-3	50E+0	100E+0
3.722344138381E+9	156.93E+0	874.9E-3	50E+0	100E+0
3.722344143411E+9	158.56E+0	871.5E-3	50E+0	100E+0
3.722344148441E+9	160.18E+0	868.2E-3	50E+0	100E+0
3.722344153471E+9	161.79E+0	864.8E-3	50E+0	100E+0
3.722344158501E+9	163.38E+0	861.5E-3	50E+0	100E+0
3.722344163532E+9	164.97E+0	858.2E-3	50E+0	100E+0
3.722344168572E+9	166.57E+0	854.8E-3	50E+0	100E+0
3.722344173601E+9	168.14E+0	851.5E-3	50E+0	100E+0
3.722344178631E+9	169.71E+0	848.3E-3	50E+0	100E+0
3.722344183671E+9	171.27E+0	844.9E-3	50E+0	100E+0
3.722344188703E+9	172.84E+0	841.7E-3	50E+0	100E+0
3.722344193731E+9	174.37E+0	838.5E-3	50E+0	100E+0
3.722344198772E+9	175.9E+0	835.2E-3	50E+0	100E+0
3.722344203803E+9	177.44E+0	832E-3	50E+0	100E+0
3.722344208832E+9	178.96E+0	828.8E-3	50E+0	100E+0
3.722344213873E+9	180.46E+0	825.6E-3	50E+0	100E+0
3.722344218901E+9	181.97E+0	822.4E-3	50E+0	100E+0
3.722344223931E+9	183.5E+0	819.1E-3	50E+0	100E+0
3.722344228973E+9	184.97E+0	816E-3	50E+0	100E+0
3.722344234001E+9	186.47E+0	812.8E-3	50E+0	100E+0
3.722344239031E+9	187.93E+0	809.7E-3	50E+0	100E+0
3.722344244071E+9	189.4E+0	806.5E-3	50E+0	100E+0
3.722344249104E+9	190.89E+0	803.3E-3	50E+0	100E+0
3.722344254142E+9	192.34E+0	800.2E-3	50E+0	100E+0
3.722344259182E+9	193.79E+0	797.1E-3	50E+0	100E+0
3.722344264212E+9	195.27E+0	793.9E-3	50E+0	100E+0
3.722344269262E+9	196.71E+0	790.8E-3	50E+0	100E+0
3.722344274302E+9	198.15E+0	787.7E-3	50E+0	100E+0
3.722344279333E+9	199.6E+0	784.6E-3	50E+0	100E+0
3.722344284372E+9	201.02E+0	781.5E-3	50E+0	100E+0
3.722344289412E+9	202.43E+0	778.5E-3	50E+0	100E+0
3.722344294442E+9	203.87E+0	775.3E-3	50E+0	100E+0
3.722344299472E+9	205.26E+0	772.3E-3	50E+0	100E+0
3.722344304502E+9	206.67E+0	769.3E-3	50E+0	100E+0
3.722344309542E+9	208.07E+0	766.2E-3	50E+0	100E+0
3.722344314572E+9	209.47E+0	763.2E-3	50E+0	100E+0
3.722344319612E+9	210.85E+0	760.2E-3	50E+0	100E+0
3.722344324643E+9	212.26E+0	757.1E-3	50E+0	100E+0
3.722344329682E+9	213.63E+0	754.1E-3	50E+0	100E+0
3.722344334722E+9	215E+0	751.1E-3	50E+0	100E+0
3.722344339752E+9	216.37E+0	748.1E-3	50E+0	100E+0
3.722344344783E+9	217.72E+0	745.1E-3	50E+0	100E+0
3.722344349822E+9	219.07E+0	742.1E-3	50E+0	100E+0
3.722344354852E+9	220.45E+0	739.1E-3	50E+0	100E+0
3.722344359882E+9	221.79E+0	736.2E-3	50E+0	100E+0
3.722344364913E+9	223.12E+0	733.2E-3	50E+0	100E+0
3.722344369944E+9	224.45E+0	730.2E-3	50E+0	100E+0
3.722344374972E+9	225.81E+0	727.3E-3	50E+0	100E+0
3.722344380003E+9	227.14E+0	724.4E-3	50E+0	100E+0
3.722344385032E+9	228.46E+0	721.5E-3	50E+0	100E+0
3.722344390073E+9	229.76E+0	718.6E-3	50E+0	100E+0
3.722344395102E+9	231.08E+0	715.7E-3	50E+0	100E+0
3.722344400143E+9	232.37E+0	712.8E-3	50E+0	100E+0
3.722344405172E+9	233.7E+0	709.8E-3	50E+0	100E+0
3.722344410203E+9	235E+0	706.9E-3	50E+0	100E+0
3.722344415232E+9	236.3E+0	704.1E-3	50E+0	100E+0
3.722344420272E+9	237.65E+0	701.1E-3	50E+0	100E+0
3.722344425302E+9	238.97E+0	698.1E-3	50E+0	100E+0
3.722344430332E+9	240.3E+0	695.2E-3	50E+0	100E+0
3.722344435383E+9	241.66E+0	692.1E-3	50E+0	100E+0
3.722344440413E+9	242.98E+0	689.2E-3	50E+0	100E+0
3.722344445464E+9	244.3E+0	686.3E-3	50E+0	100E+0
3.722344450492E+9	245.63E+0	683.3E-3	50E+0	100E+0
3.722344455524E+9	246.93E+0	680.4E-3	50E+0	100E+0
3.722344460572E+9	248.23E+0	677.4E-3	50E+0	100E+0
3.722344465602E+9	249.53E+0	674.5E-3	50E+0	100E+0
3.722344470633E+9	250.86E+0	671.5E-3	50E+0	100E+0
3.722344475673E+9	252.14E+0	668.6E-3	50E+0	100E+0
3.722344480703E+9	253.46E+0	665.7E-3	50E+0	100E+0
3.722344485732E+9	254.76E+0	662.8E-3	50E+0	100E+0
3.722344490773E+9	256.05E+0	659.8E-3	50E+0	100E+0
3.722344495802E+9	257.36E+0	656.9E-3	50E+0	100E+0
3.722344500833E+9	258.65E+0	654E-3	50E+0	100E+0
3.722344505872E+9	259.95E+0	651.1E-3	50E+0	100E+0
3.722344510902E+9	261.26E+0	648.1E-3	50E+0	100E+0
3.722344515933E+9	262.53E+0	645.3E-3	50E+0	100E+0
3.722344520973E+9	263.8E+0	642.4E-3	50E+0	100E+0
3.722344526003E+9	265.07E+0	639.5E-3	50E+0	100E+0
3.722344531033E+9	266.36E+0	636.5E-3	50E+0	100E+0
3.722344536073E+9	267.63E+0	633.7E-3	50E+0	100E+0
3.722344541103E+9	268.9E+0	630.8E-3	50E+0	100E+0
3.722344546143E+9	270.17E+0	627.9E-3	50E+0	100E+0
3.722344551173E+9	271.43E+0	625E-3	50E+0	100E+0
3.722344556213E+9	272.72E+0	622.1E-3	50E+0	100E+0
3.722344561245E+9	273.98E+0	619.3E-3	50E+0	100E+0
3.722344566284E+9	275.23E+0	616.4E-3	50E+0	100E+0
3.722344571323E+9	276.51E+0	613.5E-3	50E+0	100E+0
3.722344576354E+9	277.76E+0	610.7E-3	50E+0	100E+0
3.722344581393E+9	279.01E+0	607.8E-3	50E+0	100E+0
3.722344586424E+9	280.27E+0	604.9E-3	50E+0	100E+0
3.722344591454E+9	281.5E+0	602.1E-3	50E+0	100E+0
3.722344596483E+9	282.73E+0	599.3E-3	50E+0	100E+0
3.722344601514E+9	283.96E+0	596.5E-3	50E+0	100E+0
3.722344606544E+9	285.21E+0	593.6E-3	50E+0	100E+0
3.722344611573E+9	286.43E+0	590.8E-3	50E+0	100E+0
3.722344616604E+9	287.64E+0	588E-3	50E+0	100E+0
3.722344621633E+9	288.88E+0	585.2E-3	50E+0	100E+0
3.722344626673E+9	290.1E+0	582.4E-3	50E+0	100E+0
3.722344631713E+9	291.31E+0	579.6E-3	50E+0	100E+0
3.722344636744E+9	292.54E+0	576.8E-3	50E+0	100E+0
3.722344641773E+9	293.75E+0	574E-3	50E+0	100E+0
3.722344646803E+9	294.96E+0	571.3E-3	50E+0	100E+0
3.722344651843E+9	296.17E+0	568.4E-3	50E+0	100E+0
3.722344656874E+9	297.4E+0	565.6E-3	50E+0	100E+0
3.722344661903E+9	298.61E+0	562.9E-3	50E+0	100E+0
3.722344666943E+9	299.81E+0	560.1E-3	50E+0	100E+0
3.722344671973E+9	301.03E+0	557.3E-3	50E+0	100E+0
3.722344677003E+9	302.22E+0	554.5E-3	50E+0	100E+0
3.722344682033E+9	303.42E+0	551.8E-3	50E+0	100E+0
3.722344687074E+9	304.61E+0	548.9E-3	50E+0	100E+0
3.722344692103E+9	305.82E+0	546.2E-3	50E+0	100E+0
3.722344697133E+9	307E+0	543.5E-3	50E+0	100E+0
3.722344702175E+9	308.21E+0	540.7E-3	50E+0	100E+0
3.722344707203E+9	309.39E+0	537.9E-3	50E+0	100E+0
3.722344712244E+9	310.56E+0	535.2E-3	47.75E+0	95.5E+0
3.722344717274E+9	311.69E+0	532.6E-3	43E+0	86E+0
3.722344722305E+9	312.45E+0	530.9E-3	39E+0	78E+0
3.722344727333E+9	312.9E+0	529.8E-3	36E+0	72E+0
3.722344732374E+9	313.18E+0	529.2E-3	33.25E+0	66.5E+0
3.722344737404E+9	313.37E+0	528.7E-3	30.5E+0	61E+0
3.722344742434E+9	313.49E+0	528.4E-3	28.25E+0	56.5E+0
3.722344747474E+9	313.56E+0	528.3E-3	26E+0	52E+0
3.722344752504E+9	313.58E+0	528.2E-3	24E+0	48E+0
3.722344757554E+9	313.57E+0	528.3E-3	22E+0	44E+0
3.722344762585E+9	313.52E+0	528.4E-3	20.25E+0	40.5E+0
3.722344767624E+9	313.44E+0	528.6E-3	18.5E+0	37E+0
3.722344772654E+9	313.35E+0	528.8E-3	16.75E+0	33.5E+0
3.722344777694E+9	313.25E+0	529E-3	15.5E+0	31E+0
3.722344782724E+9	313.13E+0	529.3E-3	14E+0	28E+0
3.722344787755E+9	313E+0	529.6E-3	12.75E+0	25.5E+0
3.722344792794E+9	312.86E+0	529.9E-3	11.75E+0	23.5E+0
3.722344797824E+9	312.7E+0	530.3E-3	10.75E+0	21.5E+0
3.722344802854E+9	312.53E+0	530.7E-3	10E+0	20E+0
3.722344807884E+9	312.36E+0	531.1E-3	9.25E+0	18.5E+0
3.722344812914E+9	312.18E+0	531.5E-3	8.5E+0	17E+0
3.722344817944E+9	312E+0	531.9E-3	8E+0	16E+0
3.722344822975E+9	311.81E+0	532.3E-3	7.75E+0	15.5E+0
3.722344828004E+9	311.61E+0	532.8E-3	7.5E+0	15E+0
3.722344833045E+9	311.42E+0	533.2E-3	7.25E+0	14.5E+0
3.722344838085E+9	311.22E+0	533.7E-3	7.25E+0	14.5E+0
3.722344843115E+9	311.03E+0	534.2E-3	7.5E+0	15E+0
3.722344848144E+9	310.83E+0	534.6E-3	7.75E+0	15.5E+0
3.722344853174E+9	310.63E+0	535.1E-3	8E+0	16E+0
3.722344858216E+9	310.44E+0	535.5E-3	8.5E+0	17E+0
