#2020-12-10
#12:25
#Balayage par: lalg1702
#ScanTask Size: 10000

#Instrument: DMM34410A@Agilent34410A.lvclass Function:Read Function (Arb); Parameters:*BeforeWait(ms):0*AfterWait(ms):0 DMM_Func: Voltage; DMM_Range: 10 V; Trig Source: Immediate; NPLC: 1.000000

#Tools.Time(s)                 	DMM34410A.AgilentDMM(Arb)     
3.690465944439E+9	6.55779593E+0
3.690465944579E+9	6.5578254E+0
3.690465944721E+9	6.55784314E+0
3.69046594486E+9	6.52883867E+0
3.690465945E+9	6.52184686E+0
3.690465945138E+9	6.59408741E+0
3.69046594528E+9	6.66917685E+0
3.690465945418E+9	6.67542902E+0
3.690465945558E+9	6.67585395E+0
3.690465945699E+9	6.67573686E+0
3.690465945838E+9	6.67569302E+0
3.690465945979E+9	6.67576264E+0
3.69046594612E+9	6.67581802E+0
3.69046594626E+9	6.67576695E+0
3.690465946398E+9	6.67582733E+0
3.690465946539E+9	6.6758037E+0
3.69046594668E+9	6.67580117E+0
3.690465946818E+9	6.67583298E+0
3.690465946958E+9	6.67574932E+0
3.690465947099E+9	6.67582407E+0
3.690465947239E+9	6.67575367E+0
3.69046594738E+9	6.67581948E+0
3.690465947518E+9	6.67576349E+0
3.690465947659E+9	6.6757613E+0
3.690465947799E+9	6.67602904E+0
3.690465947939E+9	6.67951895E+0
3.69046594808E+9	6.69188678E+0
3.690465948219E+9	6.69029633E+0
3.690465948358E+9	6.6877576E+0
3.690465948499E+9	6.68265857E+0
3.690465948638E+9	6.66400917E+0
3.690465948779E+9	6.62910385E+0
3.690465948921E+9	6.5706333E+0
3.690465949059E+9	6.53478439E+0
3.6904659492E+9	6.53284567E+0
3.690465949341E+9	6.53282171E+0
3.690465949479E+9	6.53272787E+0
3.69046594962E+9	6.53267368E+0
3.690465949759E+9	6.54487907E+0
3.6904659499E+9	6.58308301E+0
3.690465950039E+9	6.60580037E+0
3.690465950179E+9	6.60445716E+0
3.69046595032E+9	6.59392347E+0
3.690465950459E+9	6.57571124E+0
3.690465950598E+9	6.5705863E+0
3.69046595074E+9	6.56856909E+0
3.690465950878E+9	6.57040987E+0
3.690465951019E+9	6.57413988E+0
3.690465951159E+9	6.57538231E+0
3.6904659513E+9	6.58537187E+0
3.690465951439E+9	6.58613574E+0
3.690465951579E+9	6.58622046E+0
3.690465951719E+9	6.58620562E+0
3.690465951858E+9	6.58618337E+0
3.690465951999E+9	6.58622586E+0
3.690465952138E+9	6.58616321E+0
3.690465952279E+9	6.58617159E+0
3.690465952419E+9	6.58621914E+0
3.690465952559E+9	6.5862253E+0
3.690465952699E+9	6.58624509E+0
3.690465952841E+9	6.58617876E+0
3.690465952979E+9	6.58616715E+0
3.690465953121E+9	6.58616509E+0
3.690465953269E+9	6.58623309E+0
3.69046595341E+9	6.58618028E+0
3.69046595355E+9	6.58619521E+0
3.690465953689E+9	6.58620924E+0
3.690465953829E+9	6.58622707E+0
3.690465953969E+9	6.58622378E+0
3.690465954108E+9	6.58625671E+0
3.690465954251E+9	6.58616231E+0
3.690465954389E+9	6.58618843E+0
3.690465954538E+9	6.58617516E+0
3.690465954679E+9	6.58621326E+0
3.690465954819E+9	6.58625252E+0
3.690465954959E+9	6.58618978E+0
3.6904659551E+9	6.58625662E+0
3.690465955239E+9	6.58624634E+0
3.69046595538E+9	6.586217E+0
3.690465955519E+9	6.58625303E+0
3.690465955659E+9	6.58616372E+0
3.690465955799E+9	6.58622319E+0
3.69046595594E+9	6.58617378E+0
3.690465956079E+9	6.58620474E+0
3.69046595622E+9	6.58624937E+0
3.690465956359E+9	6.58622038E+0
3.690465956499E+9	6.5862334E+0
3.690465956639E+9	6.58623643E+0
3.690465956778E+9	6.58619653E+0
3.690465956919E+9	6.58616444E+0
3.690465957059E+9	6.58617159E+0
3.6904659572E+9	6.58621112E+0
3.69046595734E+9	6.58616813E+0
3.690465957479E+9	6.58619869E+0
3.690465957619E+9	6.5862109E+0
3.690465957759E+9	6.586231E+0
3.690465957899E+9	6.58624465E+0
3.690465958039E+9	6.58620053E+0
3.69046595818E+9	6.58623106E+0
3.690465958318E+9	6.58620058E+0
3.690465958459E+9	6.58622809E+0
3.690465958599E+9	6.58624209E+0
3.69046595874E+9	6.58616788E+0
3.690465958879E+9	6.58615981E+0
3.690465959019E+9	6.58620131E+0
3.690465959159E+9	6.58623337E+0
3.690465959299E+9	6.58623343E+0
3.690465959439E+9	6.58616394E+0
3.690465959578E+9	6.58616768E+0
3.690465959718E+9	6.58618008E+0
3.690465959859E+9	6.58620522E+0
3.690465960001E+9	6.64621053E+0
3.690465960138E+9	6.78760942E+0
3.690465960279E+9	6.99682844E+0
3.690465960419E+9	7.20111049E+0
3.690465960558E+9	7.35062134E+0
3.690465960701E+9	7.5564269E+0
3.690465960848E+9	7.79392419E+0
3.690465960989E+9	8.02998812E+0
3.690465961129E+9	8.12638376E+0
3.690465961269E+9	8.13326286E+0
3.690465961409E+9	8.13412282E+0
3.69046596155E+9	8.13434116E+0
3.69046596169E+9	8.13447725E+0
3.690465961829E+9	8.13447144E+0
3.690465961968E+9	8.13457166E+0
3.690465962109E+9	8.13631429E+0
3.690465962259E+9	8.13830969E+0
3.690465962399E+9	8.22479439E+0
3.69046596254E+9	8.41531542E+0
3.690465962681E+9	8.67003326E+0
3.690465962828E+9	8.85982235E+0
3.690465962968E+9	9.04999016E+0
3.690465963109E+9	9.27376566E+0
3.69046596325E+9	9.5718802E+0
3.690465963399E+9	9.75648911E+0
3.690465963539E+9	9.7734467E+0
3.690465963678E+9	9.77567219E+0
3.690465963819E+9	9.77634664E+0
3.69046596396E+9	9.9141228E+0
3.690465964099E+9	10.1378885E+0
3.69046596424E+9	10.4027131E+0
3.690465964378E+9	10.5740359E+0
3.690465964519E+9	10.6813805E+0
3.690465964659E+9	10.702771E+0
3.690465964799E+9	10.7062454E+0
3.690465964939E+9	10.7176459E+0
3.690465965079E+9	10.7570315E+0
3.690465965218E+9	10.8699253E+0
3.69046596536E+9	11.0320187E+0
3.6904659655E+9	11.2310707E+0
3.690465965641E+9	11.4406145E+0
3.690465965779E+9	11.6655487E+0
3.69046596592E+9	99E+36
3.690465966069E+9	99E+36
3.69046596621E+9	99E+36
3.690465966348E+9	99E+36
3.690465966488E+9	99E+36
3.69046596663E+9	99E+36
3.690465966769E+9	99E+36
3.69046596691E+9	99E+36
3.690465967048E+9	99E+36
3.690465967189E+9	99E+36
3.69046596733E+9	99E+36
3.690465967468E+9	99E+36
3.690465967608E+9	99E+36
3.690465967748E+9	99E+36
3.690465967889E+9	99E+36
3.690465968028E+9	99E+36
3.69046596817E+9	99E+36
3.690465968318E+9	99E+36
3.69046596846E+9	99E+36
3.6904659686E+9	99E+36
3.690465968739E+9	99E+36
3.690465968881E+9	99E+36
3.690465969019E+9	99E+36
3.690465969159E+9	99E+36
3.690465969308E+9	99E+36
3.690465969449E+9	99E+36
3.69046596959E+9	99E+36
3.69046596973E+9	99E+36
3.690465969869E+9	99E+36
3.690465970009E+9	99E+36
3.69046597015E+9	99E+36
3.690465970289E+9	99E+36
3.690465970431E+9	99E+36
3.690465970568E+9	99E+36
3.690465970709E+9	99E+36
3.69046597085E+9	99E+36
3.690465970989E+9	99E+36
3.690465971128E+9	99E+36
3.690465971269E+9	99E+36
3.690465971408E+9	99E+36
3.690465971549E+9	99E+36
3.690465971689E+9	99E+36
3.69046597183E+9	99E+36
3.690465971968E+9	99E+36
3.690465972109E+9	99E+36
3.690465972248E+9	99E+36
3.690465972388E+9	11.885396E+0
3.69046597253E+9	11.7630763E+0
3.690465972669E+9	11.7444751E+0
3.690465972809E+9	11.7411258E+0
3.69046597295E+9	11.7403588E+0
3.690465973088E+9	11.7400612E+0
3.69046597323E+9	11.7181475E+0
3.69046597337E+9	11.5762778E+0
3.690465973509E+9	11.4482211E+0
3.690465973651E+9	11.4259425E+0
3.690465973799E+9	11.4223952E+0
3.69046597394E+9	11.3814606E+0
3.690465974079E+9	11.2736506E+0
3.690465974219E+9	11.1728881E+0
3.690465974359E+9	11.1568615E+0
3.690465974508E+9	11.1542287E+0
3.690465974649E+9	11.1521848E+0
3.690465974789E+9	11.10972E+0
3.690465974928E+9	11.0215721E+0
3.690465975069E+9	10.9877006E+0
3.690465975209E+9	10.9830843E+0
3.69046597535E+9	10.8774187E+0
3.690465975489E+9	10.7222508E+0
3.690465975629E+9	10.6254732E+0
3.690465975769E+9	10.6121205E+0
3.690465975909E+9	10.6102093E+0
3.690465976049E+9	10.6098079E+0
3.690465976189E+9	10.6096713E+0
3.690465976329E+9	10.6095322E+0
3.690465976469E+9	10.5813299E+0
3.690465976608E+9	10.5169556E+0
3.690465976749E+9	10.4172418E+0
3.690465976889E+9	10.3997646E+0
3.690465977031E+9	10.3975707E+0
3.69046597718E+9	10.3645119E+0
3.690465977319E+9	10.2494722E+0
3.690465977458E+9	10.2067338E+0
3.690465977609E+9	10.2015996E+0
3.690465977749E+9	10.1987937E+0
3.69046597789E+9	10.1251003E+0
3.690465978028E+9	9.98806555E+0
3.690465978171E+9	9.95134983E+0
3.69046597832E+9	9.94733389E+0
3.690465978458E+9	9.87460079E+0
3.6904659786E+9	9.68730483E+0
3.69046597874E+9	9.65019068E+0
3.690465978879E+9	9.64610921E+0
3.69046597902E+9	9.64555723E+0
3.69046597916E+9	9.64538033E+0
3.690465979301E+9	9.64521416E+0
3.690465979439E+9	9.63916975E+0
3.690465979578E+9	9.54897532E+0
3.690465979729E+9	9.52012648E+0
3.69046597987E+9	9.51136888E+0
3.69046598001E+9	9.36909427E+0
3.690465980149E+9	9.27990972E+0
3.690465980289E+9	9.26345128E+0
3.690465980429E+9	9.14003142E+0
3.690465980568E+9	8.84255147E+0
3.690465980709E+9	8.7885314E+0
3.690465980848E+9	8.6583194E+0
3.690465980988E+9	8.14518794E+0
3.690465981129E+9	8.08289919E+0
3.690465981268E+9	7.96185181E+0
3.69046598141E+9	7.48146271E+0
3.690465981549E+9	7.3903327E+0
3.690465981688E+9	7.0525426E+0
3.690465981828E+9	6.35936443E+0
3.690465981968E+9	6.32086769E+0
3.690465982109E+9	6.31879532E+0
3.690465982249E+9	6.31835756E+0
3.690465982388E+9	6.31807484E+0
3.690465982529E+9	6.31791491E+0
3.69046598267E+9	6.31777164E+0
3.690465982809E+9	6.31761442E+0
3.690465982951E+9	6.31758157E+0
3.690465983089E+9	6.31744518E+0
3.690465983228E+9	6.3173338E+0
3.690465983371E+9	6.31736768E+0
3.690465983508E+9	6.31732362E+0
3.690465983658E+9	6.31723953E+0
3.690465983799E+9	6.31727494E+0
3.690465983939E+9	6.31715928E+0
3.690465984078E+9	6.31717365E+0
3.69046598422E+9	6.31709666E+0
3.690465984358E+9	6.31712818E+0
3.6904659845E+9	6.31714806E+0
3.690465984639E+9	6.31711079E+0
3.690465984779E+9	6.31706263E+0
3.690465984919E+9	6.31710338E+0
3.690465985059E+9	6.31707303E+0
3.6904659852E+9	6.31707416E+0
3.69046598534E+9	6.31703007E+0
3.690465985479E+9	6.31703057E+0
3.690465985619E+9	6.31693873E+0
3.69046598576E+9	6.31696679E+0
3.690465985898E+9	6.31690332E+0
3.690465986038E+9	6.31701731E+0
3.690465986178E+9	6.31695507E+0
3.690465986339E+9	6.31689891E+0
3.690465986479E+9	6.31692838E+0
3.690465986619E+9	6.31695288E+0
3.690465986759E+9	6.31697264E+0
3.690465986898E+9	6.31687788E+0
3.690465987038E+9	6.31687116E+0
3.690465987179E+9	6.31694084E+0
3.690465987318E+9	6.31694416E+0
3.690465987459E+9	6.31686716E+0
3.690465987599E+9	6.31690026E+0
3.690465987738E+9	6.31683474E+0
3.690465987878E+9	6.31691975E+0
3.69046598802E+9	6.31682625E+0
3.690465988159E+9	6.31683895E+0
