#2020-11-27
#15:52
#Balayage par: Administrateur
#ScanTask Size: 1201

#triax slit at 1mm(in) 2mm(out),amplifier 1ua/V,pm voltage =350V
#Instrument: Triax320@Triax320.lvclass Function:Position (nm); Parameters:*BeforeWait(ms):0*AfterWait(ms):0
#Instrument: SR530@SR530.lvclass Function:Read Mag & Phase (V,°); Parameters:*BeforeWait(ms):1000*AfterWait(ms):0BandFilter: On; LineFilter1x: On; LineFilter2x: On; Expand Ch1: Off; Expand Ch2: Off; Sensitivity: 50 µV; Pre Time: 300 ms; Post Time: 1 s; Dynamic Res.: Low; Reference Trigger: Negative; Channels Settings: R, Teta; Frequency: 320.000000; 

#Triax320.Position(nm)         	SR530.Mag(V)                  	SR530.Phase(°)                
419.4732E+0	380E-9	-90E+0
420.026E+0	370E-9	-14.95E+0
420.5095E+0	360E-9	-90E+0
420.993E+0	80E-9	0E+0
421.4765E+0	150E-9	0E+0
422.029E+0	270E-9	-90E+0
422.5124E+0	200E-9	71.8E+0
422.9958E+0	0E+0	0E+0
423.4791E+0	370E-9	0E+0
424.0315E+0	30E-9	0E+0
424.5148E+0	0E+0	0E+0
424.9979E+0	120E-9	0E+0
425.4811E+0	0E+0	0E+0
426.0332E+0	150E-9	0E+0
426.5162E+0	170E-9	0E+0
426.9992E+0	300E-9	-72.25E+0
427.4824E+0	0E+0	0E+0
428.0343E+0	360E-9	129.3E+0
428.5172E+0	130E-9	0E+0
429E+0	620E-9	70.15E+0
429.483E+0	60E-9	0E+0
429.9656E+0	150E-9	0E+0
430.5174E+0	0E+0	0E+0
431.0002E+0	280E-9	107.75E+0
431.4828E+0	170E-9	0E+0
432.0344E+0	230E-9	90E+0
432.517E+0	130E-9	0E+0
432.9994E+0	70E-9	0E+0
433.482E+0	30E-9	0E+0
434.0334E+0	110E-9	0E+0
434.5158E+0	130E-9	0E+0
434.9982E+0	80E-9	0E+0
435.4805E+0	110E-9	0E+0
436.0317E+0	160E-9	0E+0
436.514E+0	0E+0	0E+0
436.9962E+0	220E-9	-120E+0
437.4783E+0	480E-9	-39.85E+0
438.0293E+0	130E-9	0E+0
438.5114E+0	30E-9	0E+0
438.9934E+0	380E-9	-80.4E+0
439.4754E+0	30E-9	0E+0
440.0263E+0	180E-9	0E+0
440.5082E+0	120E-9	0E+0
440.99E+0	0E+0	0E+0
441.4718E+0	210E-9	-93.6E+0
442.0224E+0	110E-9	0E+0
442.5042E+0	150E-9	0E+0
442.9858E+0	170E-9	0E+0
443.4676E+0	150E-9	0E+0
444.018E+0	200E-9	115.95E+0
444.4996E+0	0E+0	0E+0
444.981E+0	510E-9	-90E+0
445.5313E+0	200E-9	0E+0
446.0128E+0	0E+0	0E+0
446.4941E+0	410E-9	-136.55E+0
446.9755E+0	260E-9	-67.6E+0
447.5256E+0	110E-9	0E+0
448.0068E+0	130E-9	0E+0
448.488E+0	160E-9	0E+0
448.9692E+0	400E-9	-161.15E+0
449.519E+0	0E+0	0E+0
450.0002E+0	180E-9	0E+0
450.4812E+0	280E-9	180E+0
451.0309E+0	30E-9	0E+0
451.5119E+0	310E-9	133.8E+0
451.9929E+0	230E-9	-87E+0
452.4737E+0	130E-9	0E+0
453.0232E+0	210E-9	180E+0
453.504E+0	0E+0	0E+0
453.9848E+0	60E-9	0E+0
454.5341E+0	100E-9	0E+0
455.0148E+0	80E-9	0E+0
455.4954E+0	230E-9	50.85E+0
455.976E+0	0E+0	0E+0
456.5252E+0	210E-9	90E+0
457.0056E+0	150E-9	0E+0
457.486E+0	230E-9	180E+0
457.9664E+0	170E-9	0E+0
458.5154E+0	160E-9	0E+0
458.9956E+0	350E-9	0E+0
459.476E+0	200E-9	18.2E+0
460.0247E+0	130E-9	0E+0
460.5048E+0	120E-9	0E+0
460.985E+0	370E-9	-159.85E+0
461.5336E+0	80E-9	0E+0
462.0136E+0	0E+0	0E+0
462.4936E+0	120E-9	0E+0
462.9736E+0	0E+0	0E+0
463.522E+0	270E-9	-90E+0
464.0019E+0	0E+0	0E+0
464.4816E+0	150E-9	0E+0
465.03E+0	30E-9	0E+0
465.5097E+0	70E-9	0E+0
465.9894E+0	380E-9	3.5E+0
466.469E+0	110E-9	0E+0
467.017E+0	250E-9	-130.55E+0
467.4966E+0	150E-9	0E+0
467.976E+0	60E-9	0E+0
468.524E+0	130E-9	0E+0
469.0034E+0	380E-9	-95.75E+0
469.4828E+0	70E-9	0E+0
470.0305E+0	310E-9	90E+0
470.5098E+0	0E+0	0E+0
470.989E+0	110E-9	0E+0
471.4682E+0	0E+0	0E+0
472.0158E+0	30E-9	0E+0
472.4948E+0	150E-9	0E+0
472.9738E+0	220E-9	163.9E+0
473.5213E+0	0E+0	0E+0
474.0002E+0	280E-9	120E+0
474.479E+0	0E+0	0E+0
475.0264E+0	150E-9	0E+0
475.5052E+0	60E-9	0E+0
475.9839E+0	260E-9	0E+0
476.531E+0	0E+0	0E+0
477.0097E+0	70E-9	0E+0
477.4883E+0	110E-9	0E+0
477.9668E+0	70E-9	0E+0
478.5137E+0	120E-9	0E+0
478.9922E+0	150E-9	0E+0
479.4706E+0	0E+0	0E+0
480.0174E+0	210E-9	0E+0
480.4956E+0	310E-9	0E+0
480.974E+0	300E-9	-60E+0
481.5204E+0	60E-9	0E+0
481.9987E+0	210E-9	-176.4E+0
482.4768E+0	550E-9	-135.2E+0
483.0232E+0	80E-9	0E+0
483.5014E+0	130E-9	0E+0
483.9794E+0	100E-9	0E+0
484.5256E+0	250E-9	-11.55E+0
485.0034E+0	0E+0	0E+0
485.4812E+0	400E-9	-90E+0
486.0274E+0	250E-9	0E+0
486.5052E+0	170E-9	0E+0
486.9828E+0	130E-9	0E+0
487.5288E+0	160E-9	0E+0
488.0064E+0	30E-9	0E+0
488.484E+0	110E-9	0E+0
489.0297E+0	30E-9	0E+0
489.5072E+0	60E-9	0E+0
489.9847E+0	320E-9	-113.15E+0
490.5302E+0	370E-9	3.7E+0
491.0076E+0	260E-9	-90E+0
491.4848E+0	0E+0	0E+0
492.0303E+0	110E-9	0E+0
492.5074E+0	230E-9	-90E+0
492.9846E+0	0E+0	0E+0
493.5298E+0	110E-9	0E+0
494.0069E+0	130E-9	0E+0
494.4838E+0	110E-9	0E+0
495.029E+0	150E-9	0E+0
495.5059E+0	380E-9	-101.15E+0
495.9828E+0	110E-9	0E+0
496.5276E+0	0E+0	0E+0
497.0044E+0	160E-9	0E+0
497.4812E+0	0E+0	0E+0
498.026E+0	0E+0	0E+0
498.5025E+0	160E-9	0E+0
498.9791E+0	560E-9	180E+0
499.5236E+0	120E-9	0E+0
500E+0	110E-9	0E+0
500.4766E+0	60E-9	0E+0
501.021E+0	130E-9	0E+0
501.4973E+0	30E-9	0E+0
501.9736E+0	0E+0	0E+0
502.5178E+0	80E-9	0E+0
502.994E+0	0E+0	0E+0
503.4702E+0	0E+0	0E+0
504.0142E+0	230E-9	-83.6E+0
504.4902E+0	0E+0	0E+0
504.9662E+0	320E-9	-92.3E+0
505.5101E+0	0E+0	0E+0
505.986E+0	170E-9	0E+0
506.5298E+0	160E-9	0E+0
507.0056E+0	210E-9	65.7E+0
507.4813E+0	570E-9	113.05E+0
508.025E+0	0E+0	0E+0
508.5005E+0	0E+0	0E+0
508.9762E+0	160E-9	0E+0
509.5196E+0	250E-9	-68.35E+0
509.995E+0	150E-9	0E+0
510.4704E+0	60E-9	0E+0
511.0137E+0	310E-9	0E+0
511.489E+0	30E-9	0E+0
512.0322E+0	350E-9	100.3E+0
512.5074E+0	110E-9	0E+0
512.9826E+0	300E-9	-114.6E+0
513.5257E+0	360E-9	180E+0
514.0008E+0	110E-9	0E+0
514.4758E+0	0E+0	0E+0
515.0186E+0	0E+0	0E+0
515.4934E+0	160E-9	0E+0
515.9684E+0	0E+0	0E+0
516.511E+0	260E-9	90E+0
516.9858E+0	0E+0	0E+0
517.5283E+0	100E-9	0E+0
518.0031E+0	0E+0	0E+0
518.4776E+0	210E-9	65.7E+0
519.02E+0	260E-9	128.25E+0
519.4946E+0	270E-9	90E+0
519.969E+0	270E-9	15.85E+0
520.5112E+0	30E-9	0E+0
520.9856E+0	210E-9	96.75E+0
521.5276E+0	360E-9	90E+0
522.0019E+0	150E-9	0E+0
522.4761E+0	230E-9	90E+0
523.018E+0	150E-9	0E+0
523.4922E+0	320E-9	180E+0
524.0338E+0	160E-9	0E+0
524.5078E+0	0E+0	0E+0
524.9818E+0	130E-9	0E+0
525.5234E+0	370E-9	111.5E+0
525.9972E+0	280E-9	180E+0
526.471E+0	230E-9	-177E+0
527.0124E+0	350E-9	118.9E+0
527.4862E+0	100E-9	0E+0
528.0275E+0	400E-9	90E+0
528.501E+0	150E-9	0E+0
528.9746E+0	370E-9	56.5E+0
529.5157E+0	260E-9	180E+0
529.9892E+0	110E-9	0E+0
530.53E+0	580E-9	90E+0
531.0035E+0	260E-9	90E+0
531.4768E+0	320E-9	109.5E+0
532.0176E+0	630E-9	90E+0
532.4907E+0	170E-9	0E+0
533.0314E+0	0E+0	0E+0
533.5046E+0	550E-9	79.95E+0
533.9776E+0	400E-9	90E+0
534.518E+0	850E-9	90E+0
534.991E+0	230E-9	144.6E+0
535.5314E+0	400E-9	90E+0
536.0042E+0	130E-9	0E+0
536.4769E+0	0E+0	0E+0
537.0172E+0	830E-9	120.5E+0
537.4898E+0	680E-9	74.45E+0
538.03E+0	860E-9	104.9E+0
538.5024E+0	400E-9	106.35E+0
538.9749E+0	800E-9	103.55E+0
539.5149E+0	660E-9	90E+0
539.9872E+0	600E-9	90E+0
540.527E+0	520E-9	90E+0
540.9992E+0	620E-9	94.6E+0
541.4715E+0	600E-9	126.3E+0
542.0112E+0	830E-9	95.75E+0
542.4832E+0	570E-9	142.85E+0
543.0227E+0	400E-9	90E+0
543.4948E+0	910E-9	90E+0
543.9668E+0	730E-9	90E+0
544.506E+0	920E-9	95.5E+0
544.9779E+0	560E-9	91.3E+0
545.517E+0	900E-9	98.75E+0
545.9887E+0	1E-6	101.4E+0
546.5278E+0	170E-9	0E+0
546.9994E+0	410E-9	91.8E+0
547.471E+0	760E-9	90E+0
548.01E+0	1.12E-6	90E+0
548.4814E+0	860E-9	91.65E+0
549.02E+0	560E-9	90E+0
549.4914E+0	620E-9	120.7E+0
550.03E+0	1.11E-6	107.65E+0
550.5014E+0	1.11E-6	120.35E+0
550.9726E+0	870E-9	91.65E+0
551.511E+0	730E-9	120E+0
551.982E+0	1.13E-6	90E+0
552.5204E+0	1.26E-6	117.75E+0
552.9914E+0	1.41E-6	110.4E+0
553.5295E+0	1.38E-6	112.8E+0
554.0004E+0	810E-9	109.8E+0
554.4712E+0	1.05E-6	100.05E+0
555.0092E+0	1.38E-6	90E+0
555.4799E+0	1.38E-6	115.4E+0
556.0178E+0	1.46E-6	96.75E+0
556.4883E+0	1.5E-6	90E+0
557.0262E+0	1.37E-6	103.15E+0
557.4966E+0	1.2E-6	112.25E+0
557.9672E+0	1.12E-6	104E+0
558.5046E+0	1.9E-6	107.1E+0
558.9749E+0	1.41E-6	91.5E+0
559.5124E+0	1.37E-6	93.15E+0
559.9826E+0	1.33E-6	93.2E+0
560.52E+0	1.55E-6	110.65E+0
560.9899E+0	1.36E-6	90E+0
561.5272E+0	1.5E-6	103E+0
561.9972E+0	1.58E-6	117.9E+0
562.467E+0	1.92E-6	111.6E+0
563.004E+0	1.43E-6	90E+0
563.4738E+0	1.6E-6	109.65E+0
564.0107E+0	1.53E-6	93.3E+0
564.4804E+0	1.61E-6	113.3E+0
565.0172E+0	1.92E-6	104E+0
565.4868E+0	1.76E-6	94.9E+0
566.0234E+0	2.16E-6	100.2E+0
566.4928E+0	1.87E-6	99.55E+0
567.0293E+0	1.77E-6	110.05E+0
567.4986E+0	1.86E-6	94.25E+0
567.968E+0	1.55E-6	104.25E+0
568.5043E+0	1.95E-6	110.25E+0
568.9734E+0	1.71E-6	113.9E+0
569.5096E+0	1.96E-6	105.9E+0
569.9787E+0	1.82E-6	106.6E+0
570.5147E+0	2.11E-6	103.35E+0
570.9836E+0	2.25E-6	98.7E+0
571.5196E+0	2.55E-6	107.8E+0
571.9884E+0	2.27E-6	105.65E+0
572.5242E+0	2.18E-6	105.25E+0
572.993E+0	2.23E-6	101.25E+0
573.5286E+0	2.07E-6	90E+0
573.9972E+0	2.07E-6	115.3E+0
574.5327E+0	2.12E-6	108.15E+0
575.0012E+0	2.71E-6	96.05E+0
575.4696E+0	2.23E-6	107.05E+0
576.005E+0	2.58E-6	109.85E+0
576.4733E+0	2.48E-6	107.05E+0
577.0084E+0	2.51E-6	102.05E+0
577.4768E+0	2.22E-6	102.75E+0
578.0118E+0	2.22E-6	101.4E+0
578.4798E+0	2.55E-6	101.05E+0
579.0148E+0	2.6E-6	102.4E+0
579.4828E+0	3.01E-6	107.15E+0
580.0176E+0	2.63E-6	100.05E+0
580.4854E+0	2.61E-6	110.45E+0
581.02E+0	2.88E-6	103.35E+0
581.4879E+0	2.55E-6	108.5E+0
582.0222E+0	2.53E-6	102.5E+0
582.49E+0	2.82E-6	109.5E+0
583.0244E+0	3E-6	102.05E+0
583.492E+0	2.96E-6	94.4E+0
584.0262E+0	2.67E-6	97.75E+0
584.4936E+0	2.8E-6	100.3E+0
585.0277E+0	2.92E-6	107.5E+0
585.495E+0	3.4E-6	104.2E+0
586.029E+0	2.95E-6	106.25E+0
586.4962E+0	3.27E-6	100.6E+0
587.03E+0	3.03E-6	101.35E+0
587.497E+0	3E-6	101.85E+0
588.0308E+0	3.53E-6	104.4E+0
588.4977E+0	3.08E-6	101.2E+0
589.0312E+0	3.71E-6	106.7E+0
589.498E+0	3.81E-6	113.8E+0
590.0315E+0	3.41E-6	107.7E+0
590.4982E+0	3.93E-6	99.05E+0
591.0316E+0	3.91E-6	98.25E+0
591.4982E+0	3.6E-6	99.8E+0
592.0314E+0	3.73E-6	105.15E+0
592.4978E+0	3.63E-6	105.45E+0
593.0308E+0	3.58E-6	100.25E+0
593.4972E+0	4.1E-6	99.65E+0
594.03E+0	4.23E-6	103.8E+0
594.4963E+0	3.93E-6	103.5E+0
595.029E+0	4.06E-6	95.15E+0
595.4952E+0	4.17E-6	111.6E+0
596.0279E+0	4.31E-6	109.85E+0
596.4939E+0	4.81E-6	106.6E+0
597.0264E+0	4.45E-6	105.85E+0
597.4922E+0	4.38E-6	105.4E+0
598.0246E+0	3.87E-6	100.6E+0
598.4904E+0	4.77E-6	102.85E+0
599.0225E+0	4.55E-6	108.15E+0
599.4882E+0	4.8E-6	102.65E+0
600.0202E+0	4.65E-6	104.25E+0
600.4858E+0	4.63E-6	106.55E+0
601.0178E+0	4.37E-6	104.4E+0
601.4832E+0	4.61E-6	105.45E+0
602.015E+0	5.03E-6	105.7E+0
602.4802E+0	4.82E-6	100.85E+0
603.012E+0	4.71E-6	102.25E+0
603.477E+0	4.81E-6	103.6E+0
604.0087E+0	4.7E-6	108.45E+0
604.4737E+0	5.31E-6	104.85E+0
605.005E+0	5.3E-6	105.1E+0
605.47E+0	5.11E-6	107.5E+0
606.0012E+0	4.91E-6	104.15E+0
606.5324E+0	5.27E-6	103.3E+0
606.9972E+0	5.17E-6	103.5E+0
607.5282E+0	5.06E-6	106.1E+0
607.9928E+0	5.01E-6	98.45E+0
608.5238E+0	5.66E-6	103.35E+0
608.9882E+0	4.91E-6	101.9E+0
609.519E+0	5.33E-6	108.4E+0
609.9834E+0	5.73E-6	99.15E+0
610.514E+0	5.53E-6	106.65E+0
610.9782E+0	5.76E-6	110.15E+0
611.5087E+0	5.48E-6	104.75E+0
611.9729E+0	5.8E-6	102.85E+0
612.5032E+0	5.73E-6	102.45E+0
612.9672E+0	5.46E-6	103.6E+0
613.4974E+0	5.63E-6	106.85E+0
614.0275E+0	5.43E-6	107.8E+0
614.4914E+0	5.91E-6	104.05E+0
615.0213E+0	6.08E-6	105.2E+0
615.485E+0	6.23E-6	102.95E+0
616.0149E+0	6.16E-6	102E+0
616.4785E+0	6.21E-6	101.5E+0
617.0082E+0	6E-6	100.7E+0
617.4716E+0	6.3E-6	106.7E+0
618.0012E+0	6.92E-6	101.05E+0
618.5307E+0	5.82E-6	105.85E+0
618.994E+0	6.48E-6	100.65E+0
619.5232E+0	6.56E-6	100.85E+0
619.9864E+0	6.23E-6	103.55E+0
620.5156E+0	6.31E-6	105E+0
620.9787E+0	6.45E-6	104.7E+0
621.5078E+0	6.63E-6	101.5E+0
621.9706E+0	6.82E-6	103.9E+0
622.4994E+0	6.81E-6	104.75E+0
623.0283E+0	6.38E-6	102.1E+0
623.4912E+0	6.75E-6	100.6E+0
624.0199E+0	6.97E-6	101.85E+0
624.4824E+0	7.51E-6	105.55E+0
625.0109E+0	7.35E-6	106.1E+0
625.4734E+0	7.02E-6	103.55E+0
626.0018E+0	7.23E-6	104.2E+0
626.53E+0	7.08E-6	103.6E+0
626.9924E+0	7.08E-6	102.65E+0
627.5206E+0	7.32E-6	104.9E+0
627.9828E+0	7.27E-6	102.4E+0
628.5107E+0	7.2E-6	100.5E+0
628.9728E+0	7.33E-6	103.65E+0
629.5007E+0	7.16E-6	103.55E+0
630.0285E+0	7.61E-6	105.75E+0
630.4904E+0	7.68E-6	101.85E+0
631.018E+0	8.13E-6	101.8E+0
631.4798E+0	7.65E-6	106.7E+0
632.0074E+0	7.73E-6	103.8E+0
632.4688E+0	8.07E-6	104.3E+0
632.9962E+0	7.86E-6	106.55E+0
633.5236E+0	7.93E-6	103.1E+0
633.985E+0	8.21E-6	103.2E+0
634.5122E+0	8.12E-6	105.25E+0
634.9734E+0	7.93E-6	103.15E+0
635.5003E+0	8.17E-6	103.35E+0
636.0274E+0	8.02E-6	106.9E+0
636.4883E+0	7.93E-6	105.25E+0
637.0152E+0	8.36E-6	103.4E+0
637.4762E+0	8.73E-6	102.4E+0
638.0029E+0	8.57E-6	102.8E+0
638.5293E+0	8.27E-6	105.85E+0
638.9902E+0	8.92E-6	107.4E+0
639.5165E+0	8.5E-6	104.4E+0
639.9772E+0	8.42E-6	105.25E+0
640.5035E+0	8.03E-6	104.55E+0
641.0298E+0	8.18E-6	103.35E+0
641.4902E+0	8.46E-6	105.25E+0
642.0162E+0	8.6E-6	104E+0
642.4765E+0	9.47E-6	104.2E+0
643.0024E+0	9.47E-6	103.95E+0
643.5283E+0	9.05E-6	103.7E+0
643.9883E+0	9.26E-6	106.05E+0
644.514E+0	9.26E-6	106E+0
644.974E+0	9.25E-6	102.75E+0
645.4996E+0	9.13E-6	105.1E+0
646.025E+0	9.38E-6	102.8E+0
646.4848E+0	9.43E-6	104.5E+0
647.01E+0	9.18E-6	104E+0
647.4697E+0	9.7E-6	105E+0
647.9949E+0	9.78E-6	105.65E+0
648.52E+0	9.61E-6	103.65E+0
648.9794E+0	9.26E-6	103.5E+0
649.5043E+0	9.65E-6	105.25E+0
650.0292E+0	10.17E-6	104.5E+0
650.4884E+0	9.82E-6	105E+0
651.0132E+0	9.52E-6	101.45E+0
651.4722E+0	9.7E-6	103.8E+0
651.9968E+0	10.22E-6	103.1E+0
652.5213E+0	9.92E-6	105.6E+0
652.9802E+0	10.03E-6	104.4E+0
653.5046E+0	9.95E-6	104.85E+0
654.0288E+0	9.62E-6	103.05E+0
654.4875E+0	10.41E-6	103.3E+0
655.0116E+0	10.43E-6	102.6E+0
655.4702E+0	10.2E-6	104.25E+0
655.9943E+0	10.42E-6	101.5E+0
656.5182E+0	10.16E-6	103.6E+0
656.9765E+0	10.32E-6	102.55E+0
657.5002E+0	10.5E-6	103.9E+0
658.024E+0	10.11E-6	106.3E+0
658.482E+0	10.41E-6	103.2E+0
659.0056E+0	10.57E-6	103.75E+0
659.529E+0	10.41E-6	103.85E+0
659.987E+0	10.51E-6	103.55E+0
660.5102E+0	10.78E-6	103.5E+0
660.968E+0	10.58E-6	104.3E+0
661.4912E+0	10.73E-6	103.55E+0
662.0142E+0	10.42E-6	105.3E+0
662.4718E+0	10.55E-6	104.65E+0
662.9947E+0	10.97E-6	103.85E+0
663.5175E+0	11.13E-6	104.5E+0
663.975E+0	11.41E-6	104E+0
664.4978E+0	11.08E-6	106.4E+0
665.0202E+0	11.17E-6	105.25E+0
665.4774E+0	11.3E-6	103.55E+0
665.9999E+0	11.31E-6	102.95E+0
666.5222E+0	11.46E-6	106.35E+0
666.9792E+0	11.2E-6	104.3E+0
667.5015E+0	11.25E-6	102.95E+0
668.0234E+0	11.42E-6	104.1E+0
668.4803E+0	11.51E-6	102.85E+0
669.0022E+0	11.28E-6	104.5E+0
669.5242E+0	11.12E-6	105.9E+0
669.9808E+0	11.71E-6	103.55E+0
670.5024E+0	12.1E-6	105.05E+0
671.0242E+0	11.96E-6	103.9E+0
671.4806E+0	11.56E-6	104.25E+0
672.0022E+0	11.63E-6	105.1E+0
672.5235E+0	12.37E-6	104.35E+0
672.9797E+0	12.2E-6	104.75E+0
673.501E+0	12.12E-6	105.2E+0
674.0221E+0	11.92E-6	105.6E+0
674.4781E+0	11.58E-6	104.2E+0
674.999E+0	12.11E-6	104E+0
675.52E+0	12.33E-6	105.1E+0
675.9758E+0	12.37E-6	107.35E+0
676.4966E+0	12.87E-6	104.5E+0
677.0173E+0	12.56E-6	103.9E+0
677.473E+0	12.56E-6	106.35E+0
677.9934E+0	12.18E-6	103.85E+0
678.5139E+0	12.23E-6	104.85E+0
678.9693E+0	12.5E-6	104.35E+0
679.4895E+0	12.52E-6	102.4E+0
680.0098E+0	12.31E-6	102.85E+0
680.53E+0	12.51E-6	104.05E+0
680.985E+0	12.78E-6	103.9E+0
681.505E+0	12.88E-6	104.2E+0
682.025E+0	12.82E-6	103.4E+0
682.4798E+0	13.05E-6	103.95E+0
682.9995E+0	13.22E-6	103.4E+0
683.5193E+0	13.01E-6	103.1E+0
683.9739E+0	13.13E-6	102.95E+0
684.4934E+0	13.16E-6	102.35E+0
685.013E+0	13.41E-6	102.8E+0
685.5322E+0	13.58E-6	104.25E+0
685.9866E+0	12.92E-6	104.95E+0
686.5058E+0	13.35E-6	102.65E+0
687.025E+0	12.85E-6	102.75E+0
687.479E+0	13.56E-6	103.3E+0
687.998E+0	13.02E-6	102.7E+0
688.517E+0	13.98E-6	102.35E+0
688.9707E+0	13.46E-6	103.55E+0
689.4895E+0	13.87E-6	104.15E+0
690.0082E+0	13.56E-6	103.75E+0
690.5268E+0	13.28E-6	103.25E+0
690.9804E+0	14E-6	104.4E+0
691.4987E+0	13.67E-6	103.8E+0
692.017E+0	14E-6	105.4E+0
692.4704E+0	14.16E-6	102.95E+0
692.9887E+0	13.72E-6	103.65E+0
693.5067E+0	13.82E-6	105.7E+0
694.0247E+0	13.82E-6	104.9E+0
694.4778E+0	13.53E-6	103.35E+0
694.9957E+0	13.63E-6	103.5E+0
695.5134E+0	13.92E-6	104E+0
696.031E+0	13.97E-6	101.95E+0
696.4839E+0	14.05E-6	102.25E+0
697.0014E+0	14.37E-6	104.2E+0
697.5188E+0	14.15E-6	103.85E+0
697.9714E+0	14.32E-6	103.9E+0
698.4887E+0	14.71E-6	104.75E+0
699.0059E+0	14.6E-6	103.15E+0
699.523E+0	14.33E-6	104.05E+0
699.9754E+0	14.07E-6	105.15E+0
700.4922E+0	14.75E-6	104.35E+0
701.009E+0	14.52E-6	105.35E+0
701.5258E+0	14.76E-6	104.6E+0
701.978E+0	14.85E-6	105.2E+0
702.4946E+0	14.8E-6	102.35E+0
703.011E+0	14.62E-6	103.4E+0
703.5274E+0	14.82E-6	103.9E+0
703.9791E+0	14.52E-6	102.65E+0
704.4954E+0	14.63E-6	104.05E+0
705.0117E+0	14.97E-6	102.85E+0
705.5278E+0	14.57E-6	104E+0
705.9793E+0	14.68E-6	104.25E+0
706.4952E+0	15.15E-6	103.75E+0
707.011E+0	14.55E-6	102.6E+0
707.5266E+0	14.51E-6	103.7E+0
707.9778E+0	15.46E-6	104.95E+0
708.4934E+0	14.92E-6	104.5E+0
709.009E+0	15.05E-6	103.7E+0
709.5245E+0	15.35E-6	104.3E+0
709.9754E+0	14.91E-6	103.35E+0
710.4906E+0	14.97E-6	104E+0
711.0058E+0	15.18E-6	104.65E+0
711.5208E+0	15.61E-6	105.1E+0
711.9714E+0	15.32E-6	104.6E+0
712.4862E+0	15.23E-6	104E+0
713.0012E+0	15.71E-6	104.2E+0
713.5159E+0	15.03E-6	105.55E+0
714.0306E+0	15.61E-6	104.45E+0
714.481E+0	15.41E-6	104.55E+0
714.9952E+0	15.58E-6	105.75E+0
715.5098E+0	15.95E-6	105.9E+0
716.024E+0	15.75E-6	103.85E+0
716.4739E+0	15.75E-6	105.15E+0
716.9882E+0	15.96E-6	102.45E+0
717.5022E+0	16.27E-6	104.2E+0
718.0162E+0	16E-6	103.95E+0
718.5301E+0	15.9E-6	104.5E+0
718.9798E+0	15.58E-6	103.9E+0
719.4934E+0	15.8E-6	104.65E+0
720.007E+0	16.03E-6	103.4E+0
720.5206E+0	15.85E-6	103.8E+0
720.9698E+0	15.58E-6	105.35E+0
721.4832E+0	15.65E-6	104.7E+0
721.9966E+0	15.72E-6	103.65E+0
722.5098E+0	15.33E-6	103.75E+0
723.023E+0	15.51E-6	104.95E+0
723.4718E+0	15.9E-6	104.65E+0
723.9847E+0	15.91E-6	104.15E+0
724.4975E+0	15.92E-6	104.65E+0
725.0106E+0	16.05E-6	107.25E+0
725.5231E+0	16E-6	103.95E+0
725.9715E+0	15.92E-6	103.55E+0
726.4842E+0	15.61E-6	104.2E+0
726.9966E+0	15.87E-6	107.05E+0
727.509E+0	15.91E-6	104.9E+0
728.0212E+0	15.83E-6	104E+0
